lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust
244.212,33.39,0,14,DHLG_GPS,-11.776,9.899,0.257,0.263,1,0,1,0,0,0
244.248,33.412,0,14,07NE_GPS,-10.491,8.198,0.355,0.364,1,0,1,0,0,0
243.299,33.543,0,22,CRAV_GPS,-21.691,24.954,0.289,0.296,1,0,1,0,0,0
243.283,33.55,0,22,HOWY_GPS,-21.829,25.884,0.292,0.305,1,0,1,0,0,0
243.411,33.527,0,22,TBLM_GPS,-20.219,23.959,0.301,0.313,1,0,1,0,0,0
243.387,33.55,0,22,G114_GPS,-19.132,23.64,0.31,0.322,1,0,1,0,0,0
243.426,33.553,0,24,LOKT_GPS,-18.982,22.159,0.268,0.278,1,0,1,0,0,0
243.939,33.441,0,24,ROBO_GPS,-12.295,16.929,0.313,0.313,1,0,1,0,0,0
243.311,33.555,0,22,M586_GPS,-20.959,25.523,0.343,0.352,1,0,1,0,0,0
243.338,33.556,0,22,ANZA_GLA,-20.779,24.892,0.265,0.272,1,0,1,0,0,0
243.366,33.557,0,22,G109_GPS,-20.55,24.921,0.313,0.322,1,0,1,0,0,0
243.397,33.565,0,24,G120_GPS,-19.758,23.49,0.346,0.358,1,0,1,0,0,0
243.404,33.568,0,24,RCUT_GPS,-18.738,22.95,0.313,0.322,1,0,1,0,0,0
243.429,33.561,0,24,0821_GPS,-18.77,20.279,0.429,0.499,1,0,1,0,0,0
243.442,33.562,0,24,G128_GPS,-17.12,22.638,0.373,0.397,1,0,1,0,0,0
243.421,33.564,0,24,G125_GPS,-20.039,22.209,0.37,0.379,1,0,1,0,0,0
243.32,33.619,0,24,TOME_GLA,-19.062,23.293,0.295,0.316,1,0,1,0,0,0
243.39,33.611,0,24,ROCH_GLA,-18.266,22.65,0.242,0.248,1,0,1,0,0,0
243.483,33.571,0,24,PMCN_GPS,-17.989,22.267,0.301,0.313,1,0,1,0,0,0
243.502,33.571,0,24,D138_GPS,-16.63,19.896,0.349,0.361,1,0,1,0,0,0
243.516,33.581,0,24,PF6__GLA,-16.707,19.395,0.304,0.319,1,0,1,0,0,0
243.553,33.574,0,24,GREN_GPS,-16.56,18.434,0.334,0.34,1,0,1,0,0,0
243.57,33.584,0,24,PF1__GPS,-15.618,19.483,0.286,0.299,1,0,1,0,0,0
243.523,33.603,0,24,PF5C_GPS,-16.332,20.605,0.352,0.343,1,0,1,0,0,0
243.541,33.609,0,24,PINY_GPS,-16.191,18.364,0.283,0.275,1,0,1,0,0,0
243.542,33.612,0,24,PIN1_GLA,-16.39,19.534,0.239,0.245,1,0,1,0,0,0
243.538,33.62,0,24,ASBS_GPS,-15.698,18.505,0.28,0.299,1,0,1,0,0,0
243.562,33.599,0,24,BNDY_GPS,-16.764,21.084,0.349,0.352,1,0,1,0,0,0
243.58,33.609,0,24,T138_GPS,-16.452,21.363,0.492,0.475,1,0,1,0,0,0
243.41,33.646,0,24,JOES_GPS,-17.397,20.999,0.28,0.284,1,0,1,0,0,0
243.589,33.623,0,24,L587_GPS,-18.068,19.863,0.427,0.421,1,0,1,0,0,0
243.528,33.684,0,24,WHAY_GPS,-14.991,19.665,0.289,0.29,1,0,1,0,0,0
243.609,33.688,0,24,RSRT_GPS,-13.052,17.582,0.289,0.299,1,0,1,0,0,0
243.726,33.639,0,24,CAHU_GPS,-12.678,15.897,0.313,0.322,1,0,1,0,0,0
243.84,33.628,0,24,VORO_GPS,-12.114,13.243,0.382,0.355,1,0,1,0,0,0
244.167,33.429,0,14,TRAN_GPS,-11.445,9.451,0.289,0.293,1,0,1,0,0,0
244.23,33.427,0,14,S_31_GPS,-8.627,8.339,0.388,0.379,1,0,1,0,0,0
244.217,33.441,0,14,25SE_GPS,-10.523,8.679,0.319,0.334,1,0,1,0,0,0
244.322,33.427,0,14,SIPH_GPS,-6.999,3.485,0.274,0.281,1,0,1,0,0,0
244.086,33.503,0,14,VARN_GPS,-12.313,7.904,0.316,0.305,1,0,1,0,0,0
243.992,33.612,0,14,PAIN_GPS,-8.992,7.657,0.313,0.319,1,0,1,0,0,0
244.138,33.64,0,14,N125_GPS,-5.159,3.792,0.489,0.496,1,0,1,0,0,0
244.036,33.677,0,14,1113_GPS,-7.076,4.596,0.352,0.412,1,0,1,0,0,0
244.28,33.664,0,14,BLAC_GLA,-4.176,1.817,0.257,0.263,1,0,1,0,0,0
242.091,33.748,0,23,FIFT_GPS,-26.885,29.95,0.325,0.367,1,0,1,0,0,0
242.465,33.709,0,23,SAN1_GLA,-25.575,26.776,0.334,0.328,1,0,1,0,0,0
242.135,33.863,0,23,CCCS_GPS,-26.296,25.778,0.31,0.319,1,0,1,0,0,0
242.402,33.847,0,31,OAKD_GPS,-25.267,26.788,0.274,0.287,1,0,1,0,0,0
242.453,33.884,0,22,0819_GPS,-24.609,26.506,0.277,0.287,1,0,1,0,0,0
242.262,33.914,0,31,SJUA_GPS,-25.616,26.334,0.257,0.263,1,0,1,0,0,0
242.768,33.796,0,22,METZ_GLA,-23.02,25.864,0.349,0.334,1,0,1,0,0,0
243.223,33.794,0,24,INDO_GLA,-14.893,23.407,0.307,0.316,1,0,1,0,0,0
242.691,33.837,0,22,LAST_GLA,-23.408,26.257,0.289,0.319,1,0,1,0,0,0
241.891,34.089,0,31,SGHS_GPS,-24.239,24.478,0.355,0.361,1,0,1,0,0,0
242.116,34.042,0,31,SNTZ_GPS,-22.178,24.849,0.418,0.352,1,0,1,0,0,0
242.451,33.975,0,22,LIMP_GPS,-24.234,26.006,0.331,0.34,1,0,1,0,0,0
242.487,34.018,0,22,SANO_GPS,-22.734,24.555,0.304,0.313,1,0,1,0,0,0
242.557,34.032,0,22,JUR3_GPS,-23.122,24.682,0.274,0.278,1,0,1,0,0,0
242.47,34.077,0,22,STEE_GPS,-23.348,25.685,0.349,0.358,1,0,1,0,0,0
242.311,34.121,0,22,PSEB_GPS,-23.962,22.612,0.319,0.331,1,0,1,0,0,0
242.503,34.136,0,22,THRT_GPS,-22.843,21.134,0.504,0.558,1,0,1,0,0,0
242.395,34.172,0,26,ANGA_GPS,-22.641,23.158,0.361,0.37,1,0,1,0,0,0
242.496,34.212,0,26,SANS_GPS,-20.773,20.564,0.322,0.325,1,0,1,0,0,0
242.861,34.014,0,24,BRI2_GLA,-17.055,21.21,0.28,0.296,1,0,1,0,0,0
242.896,34.022,0,24,0818_GPS,-17.684,20.569,0.322,0.331,1,0,1,0,0,0
242.647,34.089,0,22,RTHS_GPS,-22.069,22.249,0.286,0.296,1,0,1,0,0,0
242.734,34.063,0,24,BRYN_GPS,-21.669,23.495,0.459,0.522,1,0,1,0,0,0
242.9,34.039,0,24,CRFP_GPS,-18.89,19.999,0.248,0.257,1,0,1,0,0,0
243.048,34.003,0,24,CHER_GLA,-14.933,20.713,0.325,0.328,1,0,1,0,0,0
243.288,33.714,0,24,WD91_GLA,-18.236,22.384,0.286,0.299,1,0,1,0,0,0
243.467,33.776,0,24,BOTR_GPS,-13.935,18.857,0.331,0.343,1,0,1,0,0,0
243.701,33.714,0,24,PTHP_GPS,-12.727,15.788,0.277,0.281,1,0,1,0,0,0
243.719,33.75,0,24,DUNP_GPS,-11.148,14.008,0.316,0.313,1,0,1,0,0,0
243.842,33.74,0,25,COCH_GLA,-9.384,9.553,0.295,0.305,1,0,1,0,0,0
243.829,33.749,0,25,GAPP_GLA,-8.772,10.324,0.289,0.296,1,0,1,0,0,0
243.669,33.817,0,24,RMRD_GLA,-10.069,15.46,0.406,0.406,1,0,1,0,0,0
243.825,33.81,0,14,BERD_GPS,-7.445,8.164,0.313,0.313,1,0,1,0,0,0
243.511,33.839,0,24,PSAR_GPS,-11.019,18.246,0.34,0.352,1,0,1,0,0,0
243.569,33.87,0,24,EDOM_GLA,-10.253,18.093,0.274,0.281,1,0,1,0,0,0
243.358,33.925,0,24,TOM2_GLA,-13.902,19.551,0.349,0.373,1,0,1,0,0,0
243.594,33.931,0,25,WIDE_GLA,-10.437,16.382,0.355,0.361,1,0,1,0,0,0
243.608,33.935,0,25,WIDC_GPS,-10.546,17.902,0.277,0.284,1,0,1,0,0,0
243.827,33.952,0,14,PBB4_GPS,-4.658,9.534,0.382,0.403,1,0,1,0,0,0
244.6,33.715,0,14,DESO_GPS,-2.082,1.145,0.307,0.287,1,0,1,0,0,0
244.236,33.834,0,14,JTRE_GPS,-1.9,2.868,0.337,0.337,1,0,1,0,0,0
243.291,34.193,0,25,ONYX_GPS,-11.199,17.244,0.57,0.409,1,0,1,0,0,0
244.001,33.974,0,14,F726_GPS,-4.757,4.357,0.468,0.508,1,0,1,0,0,0
245.011,33.609,0,14,FORD_GPS,-2.121,0.93,0.534,0.514,1,0,1,0,0,0
244.757,33.681,0,14,1114_GPS,-3.575,1.679,0.37,0.316,1,0,1,0,0,0
245.285,33.61,0,14,BLYT_GPS,-2.868,1.42,0.239,0.242,1,0,1,0,0,0
244.773,34.04,0,14,COXO_GPS,-0.711,1.039,0.546,0.525,1,0,1,0,0,0
245.519,34.044,0,14,ENDD_GPS,-0.91,1.221,0.361,0.296,1,0,1,0,0,0
239.318,34.469,0,30,HARV_GPS,-32.739,34.162,0.254,0.269,1,0,1,0,0,0
240.286,34.494,0,42,LACU_GPS,-30.698,30.462,0.286,0.287,1,0,1,0,0,0
239.373,34.571,0,41,RUS1_GPS,-29.703,36.709,0.394,0.367,1,0,1,0,0,0
239.383,34.593,0,41,ALVA_GPS,-31.057,35.479,0.403,0.367,1,0,1,0,0,0
239.801,34.502,0,42,GAVI_GPS,-29.833,33.182,0.307,0.293,1,0,1,0,0,0
240.99,34.44,0,42,SNP2_GPS,-29.341,26.294,0.376,0.382,1,0,1,0,0,0
241.324,34.236,0,33,ROCK_GPS,-27.485,30.34,0.262,0.272,1,0,1,0,0,0
241.359,34.257,0,33,CHT3_GPS,-27.81,29.939,0.251,0.26,1,0,1,0,0,0
241.476,34.254,0,33,CSN1_GPS,-27.004,26.394,0.268,0.278,1,0,1,0,0,0
241.489,34.258,0,33,DELO_GPS,-24.993,26.514,0.331,0.346,1,0,1,0,0,0
241.399,34.33,0,42,OATT_GPS,-30.291,24.067,0.373,0.382,1,0,1,0,0,0
241.399,34.331,0,42,PICO_GNR,-28.021,26.197,0.242,0.251,1,0,1,0,0,0
241.589,34.353,0,26,CMP9_GPS,-26.28,24.49,0.259,0.269,1,0,1,0,0,0
240.736,34.566,0,41,0102_GPS,-29.5,25.324,0.385,0.349,1,0,1,0,0,0
240.7,34.636,0,41,MUNS_GPS,-27.65,24.475,0.289,0.284,1,0,1,0,0,0
240.896,34.734,0,41,LVMS_GPS,-24.689,21.027,0.34,0.349,1,0,1,0,0,0
241.259,34.569,0,42,WKPK_GPS,-24.969,21.394,0.153,0.147,1,0,1,0,0,0
241.755,34.629,0,28,QHTP_GPS,-19.131,19.353,0.343,0.349,1,0,1,0,0,0
239.394,34.894,0,41,LOSP_GPS,-30.686,35.288,0.289,0.287,1,0,1,0,0,0
239.743,34.798,0,41,LAMO_GPS,-31.031,34.814,0.376,0.346,1,0,1,0,0,0
239.7,34.96,0,41,7HLI_GPS,-29.106,34.176,0.456,0.427,1,0,1,0,0,0
240.286,34.823,0,41,SALI_GPS,-28.409,29.722,0.265,0.275,1,0,1,0,0,0
240.162,35.003,0,41,0504_GPS,-27.296,28.747,0.292,0.299,1,0,1,0,0,0
240.24,35.036,0,41,LGO7_GPS,-25.799,25.904,0.265,0.275,1,0,1,0,0,0
239.933,35.076,0,41,MADC_GPS,-27.4,30.696,0.28,0.278,1,0,1,0,0,0
240.516,34.852,0,41,YAM2_GPS,-25.237,25.103,0.31,0.293,1,0,1,0,0,0
241.107,34.8,0,26,FZHS_GPS,-20.907,19.999,0.301,0.308,1,0,1,0,0,0
240.511,34.928,0,41,CUYA_GPS,-23.616,23.373,0.358,0.34,1,0,1,0,0,0
240.568,34.96,0,41,PATW_GPS,-21.149,21.191,0.268,0.272,1,0,1,0,0,0
240.821,35.002,0,1,J976_GPS,-15.354,17.63,0.319,0.328,1,0,1,0,0,0
241.513,35.033,0,27,DBL1_GPS,-14.194,14.873,0.331,0.358,1,0,1,0,0,0
240.773,35.267,0,1,0616_GPS,-12.78,11.802,0.289,0.296,1,0,1,0,0,0
241.068,35.223,0,1,WEED_GPS,-12.85,11.241,0.346,0.373,1,0,1,0,0,0
241.34,35.089,0,27,JACK_GPS,-13.584,14.7,0.364,0.391,1,0,1,0,0,0
241.33,35.138,0,27,RSPG_GPS,-13.951,13.44,0.295,0.322,1,0,1,0,0,0
241.843,35.087,0,28,PORT_GPS,-10.619,14.4,0.289,0.299,1,0,1,0,0,0
241.591,35.134,0,27,SUMT_GPS,-10.199,13.55,0.322,0.361,1,0,1,0,0,0
241.705,35.121,0,27,PAJA_GPS,-11.336,14.025,0.361,0.394,1,0,1,0,0,0
241.375,35.274,0,1,0617_GPS,-12.295,12.778,0.286,0.305,1,0,1,0,0,0
238.716,35.665,0,30,BLAN_GPS,-29.395,37.577,0.298,0.302,1,0,1,0,0,0
238.516,35.992,0,41,0509_GPS,-29.539,36.375,0.31,0.308,1,0,1,0,0,0
239.168,35.359,0,41,BLHL_GPS,-28.812,36.108,0.245,0.257,1,0,1,0,0,0
239.302,35.386,0,41,TESS_GPS,-27.448,34.942,0.274,0.287,1,0,1,0,0,0
239.701,35.346,0,41,POZO_GPS,-25.74,30.556,0.34,0.322,1,0,1,0,0,0
239.427,35.456,0,41,BARR_GPS,-27.432,33.707,0.259,0.272,1,0,1,0,0,0
239.547,35.552,0,41,ALMO_GPS,-25.419,32.082,0.251,0.26,1,0,1,0,0,0
239.707,35.583,0,41,L623_GPS,-24.155,29.526,0.424,0.308,1,0,1,0,0,0
240.234,35.414,0,1,GOUD_GPS,-13.755,16.684,0.415,0.355,1,0,1,0,0,0
239.887,35.52,0,41,POSO_GPS,-20.827,25.478,0.283,0.275,1,0,1,0,0,0
239.999,35.575,0,1,C616_GPS,-16.365,19.304,0.286,0.275,1,0,1,0,0,0
239.654,35.607,0,41,H623_GPS,-24.847,30.578,0.325,0.302,1,0,1,0,0,0
239.739,35.605,0,41,REDH_GPS,-23.409,27.394,0.248,0.257,1,0,1,0,0,0
240.146,35.603,0,1,P807_GPS,-12.631,15.518,0.274,0.266,1,0,1,0,0,0
240.606,35.398,0,1,FIBR_GPS,-13.59,13.059,0.262,0.263,1,0,1,0,0,0
239.953,35.889,0,1,TAR0_GPS,-8.686,16.016,0.28,0.278,1,0,1,0,0,0
240.712,36.289,0,1,0609_GPS,-10.836,11.815,0.298,0.305,1,0,1,0,0,0
241.974,34.333,0,26,CHIL_GPS,-24.406,22.685,0.251,0.263,1,0,1,0,0,0
242.395,34.362,0,28,CUTT_GPS,-17.32,22.048,0.549,0.478,1,0,1,0,0,0
242.549,34.347,0,28,CAJO_GLA,-17.718,18.752,0.271,0.281,1,0,1,0,0,0
242.14,34.413,0,26,DVPB_GPS,-22.189,20.598,0.331,0.34,1,0,1,0,0,0
242.235,34.493,0,28,0705_GLA,-15.78,18.175,0.403,0.313,1,0,1,0,0,0
242.708,34.281,0,25,MILU_GLA,-17.73,19.046,0.283,0.293,1,0,1,0,0,0
242.932,34.454,0,28,PT65_GLA,-15.45,15.068,0.355,0.296,1,0,1,0,0,0
241.879,34.502,0,26,VNPS_GPS,-22.268,20.548,0.334,0.343,1,0,1,0,0,0
242.569,34.635,0,28,DIP0_GPS,-14.071,14.932,0.525,0.54,1,0,1,0,0,0
242.758,34.537,0,28,0817_GPS,-14.413,14.774,0.298,0.313,1,0,1,0,0,0
242.77,34.63,0,28,ITER_GPS,-12.928,14.004,0.334,0.349,1,0,1,0,0,0
242.703,34.749,0,28,SUNH_GPS,-15.284,13.086,0.513,0.514,1,0,1,0,0,0
243.302,34.391,0,28,OLDD_GPS,-11.707,16.034,0.373,0.391,1,0,1,0,0,0
243.335,34.454,0,28,LAW4_GPS,-8.731,15.342,0.391,0.418,1,0,1,0,0,0
243.671,34.734,0,37,LAE4_GPS,-2.625,2.29,0.424,0.43,1,0,1,0,0,0
244.257,34.559,0,14,AMBO_GPS,-2.168,-0.412,0.316,0.322,1,0,1,0,0,0
244.067,34.728,0,14,0808_GPS,-3.697,0.255,0.31,0.325,1,0,1,0,0,0
242.471,35.007,0,28,0805_GPS,-8.908,13.775,0.585,0.442,1,0,1,0,0,0
242.83,34.834,0,28,HODG_GPS,-11.715,13.762,0.474,0.517,1,0,1,0,0,0
243.019,34.904,0,35,SOAP_GPS,-10.521,11.544,0.265,0.272,1,0,1,0,0,0
243.579,34.785,0,37,HECT_GPS,-5.348,3.213,0.298,0.308,1,0,1,0,0,0
244.673,34.806,0,14,0809_GPS,-1.434,0.632,0.462,0.376,1,0,1,0,0,0
243.585,35.072,0,37,0803_GPS,-6.181,2.063,0.325,0.34,1,0,1,0,0,0
245.396,34.807,0,14,NEED_GPS,-2.714,1.286,0.331,0.293,1,0,1,0,0,0
242.386,35.366,0,35,0806_GPS,-7.998,11.529,0.403,0.343,1,0,1,0,0,0
242.294,35.513,0,39,PAOS_GPS,-9.085,11.262,0.412,0.406,1,0,1,0,0,0
243.109,35.332,0,36,MOJ1_GPS,-5.007,7.375,0.118,0.118,1,0,1,0,0,0
243.112,35.331,0,36,MOJM_GPS,-5.007,7.375,0.118,0.118,1,0,1,0,0,0
242.188,35.647,0,39,INYO_GPS,-9.495,11.416,0.277,0.281,1,0,1,0,0,0
244.577,35.541,0,14,0801_GPS,-1.892,1.626,0.364,0.457,1,0,1,0,0,0
243.7,35.867,0,21,0915_GPS,-3.537,2.558,0.313,0.325,1,0,1,0,0,0
242.671,35.978,0,38,0914_GPS,-6.277,5.778,0.28,0.275,1,0,1,0,0,0
243.584,36.304,0,21,0912_GPS,-2.603,2.023,0.277,0.308,1,0,1,0,0,0
239.646,36.501,0,1,0607_GPS,-7.627,10.478,0.37,0.313,1,0,1,0,0,0
240.882,36.738,0,1,0605_GPS,-9.374,11.598,0.328,0.308,1,0,1,0,0,0
241.815,36.781,0,40,INDE_GPS,-6.608,8.591,0.364,0.302,1,0,1,0,0,0
243.851,36.994,0,21,MN71_GPS,-1.687,0.453,0.31,0.308,1,0,1,0,0,0
279.616,25.614,0,14,RICM_GPS,-0.335,0.412,0.102,0.1,1,0,1,0,0,0
288.84,44.099,0,14,BARN_GPS,0.484,0.154,0.268,0.239,1,0,1,0,0,0
282.934,38.919,0,14,USNO_GPS,-0.46,0.237,0.149,0.149,1,0,1,0,0,0
255.475,38.803,0,14,AMC2_GPS,-1.536,-0.189,0.179,0.149,1,0,1,0,0,0
241.179,37.659,0,40,HOTK_GPS,-3.235,6.331,0.507,0.508,1,0,1,0,0,0
241.12,37.713,0,40,KRAC_GPS,-5.831,11.349,0.507,0.537,1,0,1,0,0,0
241.102,37.677,0,40,RDOM_GPS,-6.642,7.655,0.179,0.179,1,0,1,0,0,0
241.055,37.641,0,1,MWTP_GPS,-9.758,6.47,0.179,0.179,1,0,1,0,0,0
241.021,37.659,0,1,KNOL_GPS,-9.258,7.48,0.179,0.179,1,0,1,0,0,0
240.939,37.654,0,1,MINS_GPS,-10.171,7.605,0.149,0.119,1,0,1,0,0,0
239.458,35.945,0,41,PKDB_GPS,-23.488,30.76,0.149,0.149,1,0,1,0,0,0
239.279,38.34,0,1,JAST_GPS,-11.357,7.015,0.179,0.179,1,0,1,0,0,0
239.004,36.41,0,1,05UH_GPS,-10.644,13.498,0.298,0.209,1,0,1,0,0,0
238.94,37.08,0,1,ONIE_GPS,-11.897,7.916,0.149,0.149,1,0,1,0,0,0
238.822,37.464,0,1,H104_GPS,-11.326,7.652,0.149,0.149,1,0,1,0,0,0
238.816,36.571,0,41,05WG_GPS,-29.534,34.854,0.268,0.269,1,0,1,0,0,0
238.799,36.294,0,41,OSI2_GPS,-27.701,35.66,0.328,0.269,1,0,1,0,0,0
238.73,36.696,0,44,05WF_GPS,-17.318,19.78,0.268,0.269,1,0,1,0,0,0
238.712,37.008,0,1,PACH_GPS,-14.048,12.685,0.179,0.179,1,0,1,0,0,0
238.701,36.9,0,1,TURK_GPS,-11.875,9.589,0.179,0.179,1,0,1,0,0,0
238.677,36.42,0,41,0512_GPS,-26.289,36.596,0.239,0.209,1,0,1,0,0,0
238.675,36.793,0,1,05YF_GPS,-12.203,12.496,0.179,0.179,1,0,1,0,0,0
238.625,37.508,0,1,OSR1_GPS,-13.046,8.312,0.149,0.179,1,0,1,0,0,0
238.571,36.493,0,41,05VE_GPS,-29.288,34.828,0.209,0.179,1,0,1,0,0,0
238.538,36.909,0,44,RAIL_BVU,-17.296,20.538,0.209,0.209,1,0,1,0,0,0
238.444,37.477,0,1,MOCH_GPS,-13.98,9.166,0.149,0.149,1,0,1,0,0,0
238.434,37.755,0,1,MEDA_GPS,-12.518,8.169,0.209,0.239,1,0,1,0,0,0
238.432,36.873,0,44,77RT_GPS,-24.621,27.57,0.179,0.179,1,0,1,0,0,0
238.423,36.055,0,41,GAMB_GPS,-25.412,33.273,0.537,0.537,1,0,1,0,0,0
238.415,36.887,0,44,PGN4_GPS,-23.12,28.375,0.179,0.179,1,0,1,0,0,0
238.384,36.98,0,44,GILR_GPS,-20.103,22.584,0.149,0.149,1,0,1,0,0,0
238.372,36.54,0,41,TORO_GPS,-26.406,32.588,0.537,0.537,1,0,1,0,0,0
238.341,36.722,0,41,BORO_GPS,-30.169,34.697,0.477,0.239,1,0,1,0,0,0
238.334,36.698,0,41,SALI_GPS,-28.375,33.499,0.418,0.239,1,0,1,0,0,0
238.332,36.791,0,41,05YC_GPS,-28.955,33.099,0.179,0.149,1,0,1,0,0,0
238.327,36.914,0,41,04AL_GPS,-26.527,31.601,0.209,0.179,1,0,1,0,0,0
238.325,37.694,0,1,B112_GPS,-10.85,8.502,0.298,0.328,1,0,1,0,0,0
238.297,37.622,0,1,USG7_GPS,-12.169,11.41,0.239,0.269,1,0,1,0,0,0
238.294,37.184,0,44,PERR_GPS,-19.37,21.111,0.447,0.478,1,0,1,0,0,0
238.286,37.229,0,44,METC_GPS,-20.961,21.613,0.179,0.149,1,0,1,0,0,0
238.278,37.954,0,1,MINN_GPS,-14.098,6.016,0.358,0.388,1,0,1,0,0,0
238.262,37.219,0,44,COY__GPS,-21.367,21.921,0.149,0.149,1,0,1,0,0,0
238.25,36.763,0,41,0513_GPS,-28.173,33.425,0.179,0.149,1,0,1,0,0,0
238.229,36.846,0,41,05ZB_GPS,-28.557,32.43,0.209,0.179,1,0,1,0,0,0
238.228,36.589,0,41,FORD_GPS,-26.816,37.331,0.358,0.328,1,0,1,0,0,0
238.217,37.186,0,44,CAAA_GPS,-22.082,22.634,0.149,0.149,1,0,1,0,0,0
238.212,37.137,0,44,MAZZ_GPS,-22.293,24.536,0.149,0.179,1,0,1,0,0,0
238.208,37.922,0,1,JOBE_GPS,-11.915,9.237,0.209,0.209,1,0,1,0,0,0
238.201,36.749,0,41,MULL_GPS,-31.883,35.539,0.209,0.209,1,0,1,0,0,0
238.191,37.069,0,44,NDDD_GPS,-22.612,28.241,0.149,0.149,1,0,1,0,0,0
238.19,37.594,0,1,SARE_GPS,-13.493,11.842,0.179,0.179,1,0,1,0,0,0
238.186,36.235,0,30,FEIF_GPS,-27.805,36.243,0.537,0.508,1,0,1,0,0,0
238.167,37.012,0,41,CORR_GPS,-25.229,31.449,0.149,0.149,1,0,1,0,0,0
238.161,37.05,0,41,LP4__GPS,-25.121,29.551,0.209,0.209,1,0,1,0,0,0
238.156,37.111,0,44,LOMA_GPS,-21.707,26.352,0.179,0.179,1,0,1,0,0,0
238.149,36.288,0,30,MOLR_GPS,-27.798,34.755,0.507,0.508,1,0,1,0,0,0
238.13,37.541,0,43,SHER_GPS,-14.414,18.16,0.179,0.179,1,0,1,0,0,0
238.129,37.499,0,43,ALLI_GPS,-15.423,16.56,0.179,0.179,1,0,1,0,0,0
238.126,36.946,0,41,LEON_GPS,-27.95,32.961,0.179,0.179,1,0,1,0,0,0
238.112,37.54,0,43,MILS_GPS,-15.817,16.965,0.179,0.179,1,0,1,0,0,0
238.091,37.104,0,41,LP2__GPS,-24.219,28.672,0.179,0.179,1,0,1,0,0,0
238.081,37.507,0,43,1582_GPS,-16.329,16.874,0.298,0.328,1,0,1,0,0,0
238.08,37.004,0,41,PORT_GPS,-26.244,32.674,0.149,0.149,1,0,1,0,0,0
238.076,36.982,0,41,GREG_GPS,-28.749,32.476,0.149,0.149,1,0,1,0,0,0
238.071,36.449,0,30,SOBR_GPS,-29.472,36.677,0.537,0.508,1,0,1,0,0,0
238.065,37.513,0,43,CAIS_GPS,-16.63,17.679,0.298,0.239,1,0,1,0,0,0
238.062,37.047,0,41,FIRE_GPS,-26.537,31.38,0.179,0.179,1,0,1,0,0,0
238.06,37.643,0,43,SUNS_GPS,-16.601,16.481,0.179,0.179,1,0,1,0,0,0
238.053,37.11,0,41,BURD_GPS,-25.423,28.183,0.149,0.119,1,0,1,0,0,0
238.048,37.806,0,1,3814_GPS,-13.866,12.785,0.298,0.299,1,0,1,0,0,0
238.048,37.532,0,44,WINE_1PS,-14.528,16.485,0.418,0.418,1,0,1,0,0,0
238.039,37.073,0,41,BRUC_GPS,-25.034,31.987,0.149,0.149,1,0,1,0,0,0
238.034,37.247,0,44,VASO_GPS,-20.895,24.689,0.239,0.239,1,0,1,0,0,0
238.027,37.18,0,44,ODAM_GPS,-22.312,26.29,0.328,0.328,1,0,1,0,0,0
238.026,37.48,0,44,Z137_GPS,-19.843,23.09,0.179,0.209,1,0,1,0,0,0
238.023,37.206,0,44,SNJO_GPS,-21.606,26.391,0.149,0.149,1,0,1,0,0,0
238.006,37.059,0,41,TRAL_GPS,-26.242,33.497,0.149,0.149,1,0,1,0,0,0
238.005,38.417,0,1,CAML_GPS,-8.135,9.097,0.179,0.179,1,0,1,0,0,0
238.005,37.738,0,43,WED2_GPS,-14.988,16.397,0.179,0.179,1,0,1,0,0,0
238.004,37.185,0,44,BRIG_BVU,-22.214,27.597,0.119,0.119,1,0,1,0,0,0
237.998,37.593,0,44,AWIS_GPS,-16.122,16.099,0.358,0.328,1,0,1,0,0,0
237.989,37.645,0,43,GARS_GPS,-17.511,17.202,0.179,0.179,1,0,1,0,0,0
237.977,37.217,0,44,ELSE_GPS,-22.21,27.705,0.149,0.149,1,0,1,0,0,0
237.965,37.426,0,44,BEND_GPS,-21.564,23.309,0.298,0.299,1,0,1,0,0,0
237.948,36.95,0,41,CLIF_GPS,-29.576,33.914,0.149,0.149,1,0,1,0,0,0
237.948,36.993,0,41,CRO3_GPS,-26.366,33.914,0.358,0.358,1,0,1,0,0,0
237.944,36.978,0,41,SCAZ_GPS,-29.77,33.115,0.358,0.358,1,0,1,0,0,0
237.941,37.099,0,41,LOMP_GPS,-23.643,33.716,0.328,0.358,1,0,1,0,0,0
237.939,37.815,0,43,ROC2_GPS,-15.581,15.317,0.149,0.149,1,0,1,0,0,0
237.931,37.732,0,43,CAS2_GPS,-16.301,16.62,0.179,0.179,1,0,1,0,0,0
237.905,37.551,0,44,RDHL_GPS,-21.046,22.627,0.149,0.179,1,0,1,0,0,0
237.903,37.563,0,44,COYS_GPS,-21.043,22.627,0.149,0.179,1,0,1,0,0,0
237.897,38.398,0,1,VAC3_GPS,-11.357,8.329,0.149,0.149,1,0,1,0,0,0
237.885,38.331,0,1,GORR_GPS,-11.974,9.233,0.209,0.209,1,0,1,0,0,0
237.877,37.363,0,44,FTHL_GPS,-22.193,26.236,0.239,0.269,1,0,1,0,0,0
237.872,37.937,0,43,HILL_GPS,-14.064,15.837,0.179,0.179,1,0,1,0,0,0
237.847,37.29,0,41,BM1R_GPS,-23.714,29.444,0.209,0.209,1,0,1,0,0,0
