lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust
242.935,33.578,0,22,BILL_PBO,-25.467,25.678,0.06,0.09,1,0,1,0,0,0
242.928,33.236,0,23,P478_PBO,-27.279,26.878,0.06,0.269,1,0,1,0,0,0
242.895,32.889,0,23,P472_PBO,-28.691,27.179,0.089,0.09,1,0,1,0,0,0
242.89,34.621,0,28,P589_PBO,-13.131,13.479,0.089,0.09,1,0,1,0,0,0
242.887,33.503,0,22,P477_PBO,-24.97,24.879,0.119,0.119,1,0,1,0,0,0
242.818,33.836,0,22,PPBF_PBO,-22.655,24.236,0.171,0.166,1,0,1,0,0,0
242.813,39.521,0,17,P002_PBO,-3.557,0.281,0.507,0.508,1,0,1,0,0,0
242.81,33.44,0,23,P476_PBO,-27.273,27.281,0.119,0.119,1,0,1,0,0,0
242.751,33.355,0,23,P474_PBO,-27.606,27.439,0.187,0.195,1,0,1,0,0,0
242.732,34.785,0,28,P588_PBO,-10.026,11.882,0.179,0.119,1,0,1,0,0,0
242.719,34.535,0,28,P586_PBO,-13.834,13.383,0.209,0.149,1,0,1,0,0,0
242.684,34.187,0,24,P612_PBO,-18.247,17.384,0.149,0.239,1,0,1,0,0,0
242.682,33.918,0,22,MLFP_PBO,-23.456,24.484,0.06,0.06,1,0,1,0,0,0
242.681,34.305,0,25,P577_PBO,-16.743,16.384,0.089,0.119,1,0,1,0,0,0
242.612,34.607,0,28,SCIA_PBO,-14.391,15.547,0.165,0.166,1,0,1,0,0,0
242.61,35.897,0,38,P594_PBO,-8.487,7.385,0.089,0.119,1,0,1,0,0,0
242.606,34.462,0,28,P470_PBO,-15.158,14.848,0.203,0.205,1,0,1,0,0,0
242.599,39.347,0,17,P071_PBO,-2.364,0.485,0.507,0.537,1,0,1,0,0,0
242.597,35.698,0,38,P595_PBO,-8.194,7.686,0.179,0.179,1,0,1,0,0,0
242.59,36.159,0,38,P464_PBO,-7.078,4.886,0.358,0.388,1,0,1,0,0,0
242.588,33.648,0,23,ECFS_PBO,-25.666,26.886,0.06,0.06,1,0,1,0,0,0
242.563,33.857,0,22,MAT2_PBO,-24.054,25.669,0.151,0.153,1,0,1,0,0,0
242.474,34.104,0,22,EWPP_PBO,-23.951,22.688,0.06,0.06,1,0,1,0,0,0
242.459,33.562,0,23,P471_PBO,-26.47,26.289,0.149,0.179,1,0,1,0,0,0
242.457,34.987,0,28,P583_PBO,-9.82,12.189,0.119,0.119,1,0,1,0,0,0
242.427,35.072,0,28,CPBN_PBO,-9.417,11.889,0.149,0.149,1,0,1,0,0,0
242.395,39.288,0,17,P069_PBO,-1.267,0.89,0.507,0.508,1,0,1,0,0,0
242.391,33.858,0,31,CNPP_PBO,-24.859,25.79,0.06,0.06,1,0,1,0,0,0
242.339,33.553,0,23,SBCC_PBO,-27.57,28.391,0.06,0.06,1,0,1,0,0,0
242.329,35.565,0,39,CCCC_PBO,-9.5,10.492,0.06,0.06,1,0,1,0,0,0
242.317,35.339,0,35,RAMT_PBO,-8.608,11.892,0.06,0.06,1,0,1,0,0,0
242.306,34.925,0,28,PHLB_PBO,-11.264,14.707,0.175,0.177,1,0,1,0,0,0
242.296,37.201,0,20,P094_PBO,-6.242,1.792,0.537,0.567,1,0,1,0,0,0
242.271,34.51,0,28,P581_PBO,-15.637,16.293,0.149,0.149,1,0,1,0,0,0
242.246,34.133,0,26,LORS_PBO,-24.824,23.004,0.17,0.171,1,0,1,0,0,0
242.172,34.64,0,28,CHMS_PBO,-14.233,15.395,0.06,0.09,1,0,1,0,0,0
242.151,33.993,0,31,SPMS_PBO,-25.589,25.572,0.163,0.164,1,0,1,0,0,0
242.104,34.126,0,31,AZU1_PBO,-25.493,23.838,0.194,0.166,1,0,1,0,0,0
242.077,34.508,0,28,PBPP_PBO,-16.703,18.59,0.17,0.185,1,0,1,0,0,0
242.035,34.244,0,26,CGDM_PBO,-24.847,22.398,0.179,0.328,1,0,1,0,0,0
242.015,39.306,0,17,P068_PBO,-3.168,0.499,0.507,0.537,1,0,1,0,0,0
241.994,35.039,0,28,P579_PBO,-10.02,12.999,0.358,0.358,1,0,1,0,0,0
241.984,35.152,0,28,P591_PBO,-10.116,12.6,0.149,0.119,1,0,1,0,0,0
241.974,34.019,0,31,RHCL_PBO,-27.755,25.1,0.089,0.179,1,0,1,0,0,0
241.926,35.878,0,1,BEPK_PBO,-9.99,11.501,0.089,0.179,1,0,1,0,0,0
241.909,36.57,0,40,P467_PBO,-4.166,4.301,0.507,0.328,1,0,1,0,0,0
241.905,33.962,0,32,BKMS_PBO,-28.858,30.001,0.089,0.149,1,0,1,0,0,0
241.882,36.976,0,38,P468_PBO,-8.152,5.202,0.477,0.508,1,0,1,0,0,0
241.841,39.212,0,12,P099_PBO,-3.772,2.503,0.447,0.478,1,0,1,0,0,0
241.812,34.293,0,26,BTDM_PBO,-25.647,23.304,0.089,0.09,1,0,1,0,0,0
241.811,34.982,0,28,P562_PBO,-11.115,15.289,0.147,0.149,1,0,1,0,0,0
241.807,34.875,0,28,RSTP_PBO,-12.826,15.804,0.06,0.06,1,0,1,0,0,0
241.78,34.179,0,33,VDCY_PBO,-26.451,24.204,0.089,0.06,1,0,1,0,0,0
241.767,34.072,0,32,PKRD_PBO,-26.954,24.505,0.089,0.09,1,0,1,0,0,0
241.727,33.824,0,34,CRHS_PBO,-27.564,28.705,0.171,0.179,1,0,1,0,0,0
241.693,33.928,0,23,LASC_PBO,-27.628,27.356,0.211,0.213,1,0,1,0,0,0
241.679,33.774,0,29,PVRS_PBO,-28.881,29.721,0.175,0.178,1,0,1,0,0,0
241.671,33.887,0,34,ECCO_PBO,-27.654,29.122,0.176,0.178,1,0,1,0,0,0
241.666,33.312,0,29,CAT2_PBO,-29.881,32.007,0.06,0.06,1,0,1,0,0,0
241.651,34.024,0,23,DSHS_PBO,-27.257,26.607,0.119,0.119,1,0,1,0,0,0
241.621,37.973,0,12,P627_PBO,-4.717,5.908,0.507,0.508,1,0,1,0,0,0
241.613,37.563,0,38,P651_PBO,-5.932,6.108,0.507,0.537,1,0,1,0,0,0
241.587,34.095,0,33,LFRS_PBO,-28.377,26.224,0.169,0.171,1,0,1,0,0,0
241.54,38.725,0,12,P133_PBO,-3.591,4.21,0.477,0.478,1,0,1,0,0,0
241.528,37.737,0,40,P653_PBO,-3.826,6.31,0.507,0.537,1,0,1,0,0,0
241.526,35.662,0,1,ISLK_PBO,-11.786,10.431,0.177,0.173,1,0,1,0,0,0
241.517,33.446,0,29,CAT1_PBO,-29.873,32.636,0.155,0.164,1,0,1,0,0,0
241.515,34.293,0,33,VNCX_PBO,-26.401,24.246,0.167,0.169,1,0,1,0,0,0
241.486,34.126,0,33,VIMT_PBO,-27.254,28.011,0.089,0.09,1,0,1,0,0,0
241.459,34.822,0,28,P560_PBO,-16.529,17.812,0.119,0.149,1,0,1,0,0,0
241.455,34.771,0,28,P556_PBO,-15.431,15.712,0.209,0.239,1,0,1,0,0,0
241.445,37.891,0,40,P650_PBO,-5.421,6.612,0.507,0.537,1,0,1,0,0,0
241.425,34.182,0,33,LAPC_PBO,-27.367,28.474,0.172,0.173,1,0,1,0,0,0
241.388,35.139,0,27,P558_PBO,-13.519,12.213,0.358,0.358,1,0,1,0,0,0
241.387,34.517,0,26,CTDM_PBO,-25.611,21.425,0.181,0.182,1,0,1,0,0,0
241.382,34.839,0,28,P559_PBO,-15.629,16.113,0.179,0.179,1,0,1,0,0,0
241.37,34.139,0,33,CBHS_PBO,-28.238,29.232,0.167,0.169,1,0,1,0,0,0
241.344,34.944,0,27,P557_PBO,-16.026,14.014,0.179,0.149,1,0,1,0,0,0
241.302,37.562,0,40,P643_PBO,-2.233,7.815,0.477,0.508,1,0,1,0,0,0
241.264,37.903,0,40,P649_PBO,-5.421,7.216,0.537,0.537,1,0,1,0,0,0
241.246,35.421,0,1,P567_PBO,-12.609,10.017,0.119,0.119,1,0,1,0,0,0
241.245,34.46,0,42,SFDM_PBO,-26.543,23.517,0.089,0.119,1,0,1,0,0,0
241.233,36.231,0,1,P571_PBO,-10.681,8.517,0.149,0.269,1,0,1,0,0,0
241.183,37.591,0,1,P642_PBO,-13.033,2.218,0.477,0.478,1,0,1,0,0,0
241.18,37.677,0,40,P646_PBO,-5.23,7.518,0.477,0.508,1,0,1,0,0,0
241.17,34.946,0,27,EDPP_PBO,-17.326,16.818,0.06,0.09,1,0,1,0,0,0
241.163,34.248,0,33,TOST_PBO,-28.469,30.023,0.177,0.185,1,0,1,0,0,0
241.152,34.792,0,28,P554_PBO,-19.632,19.319,0.418,0.418,1,0,1,0,0,0
241.131,37.655,0,40,P639_PBO,-6.631,7.219,0.507,0.508,1,0,1,0,0,0
241.122,34.296,0,33,MPWD_PBO,-28.916,29.444,0.177,0.179,1,0,1,0,0,0
241.121,34.835,0,27,P553_PBO,-19.73,17.319,0.119,0.149,1,0,1,0,0,0
241.116,34.356,0,33,FMVT_PBO,-28.247,28.82,0.089,0.09,1,0,1,0,0,0
241.07,38.981,0,40,P134_PBO,-5.384,4.021,0.477,0.478,1,0,1,0,0,0
241.063,34.11,0,33,CIRX_PBO,-29.156,30.321,0.089,0.06,1,0,1,0,0,0
241.062,39.268,0,12,P130_PBO,-4.174,4.021,0.477,0.508,1,0,1,0,0,0
241.016,35.011,0,27,WGPP_PBO,-17.225,16.522,0.06,0.09,1,0,1,0,0,0
241,37.613,0,1,P630_PBO,-6.433,8.422,0.477,0.478,1,0,1,0,0,0
240.992,34.399,0,42,KBRC_PBO,-28.046,26.022,0.388,0.418,1,0,1,0,0,0
240.981,37.8,0,40,P648_PBO,-9.826,8.623,0.507,0.537,1,0,1,0,0,0
240.97,33.48,0,30,BAR1_PBO,-30.978,33.823,0.06,0.09,1,0,1,0,0,0
240.961,34.168,0,33,CSCI_PBO,-29.354,30.923,0.089,0.06,1,0,1,0,0,0
240.937,36.027,0,1,P056_PBO,-13.189,5.724,0.149,0.328,1,0,1,0,0,0
240.936,34.32,0,33,SOMT_PBO,-29.249,30.324,0.089,0.09,1,0,1,0,0,0
240.931,39.486,0,12,P128_PBO,-4.367,3.424,0.507,0.508,1,0,1,0,0,0
240.914,37.786,0,40,P632_PBO,-11.527,8.624,0.507,0.508,1,0,1,0,0,0
240.859,34.499,0,42,NHRG_PBO,-27.543,23.625,0.089,0.09,1,0,1,0,0,0
240.858,34.327,0,42,OVLS_PBO,-28.889,29.202,0.196,0.191,1,0,1,0,0,0
240.845,34.856,0,41,P551_PBO,-22.431,17.626,0.537,0.597,1,0,1,0,0,0
240.816,34.541,0,41,RSVY_PBO,-28.342,24.126,0.089,0.149,1,0,1,0,0,0
240.812,34.441,0,42,HVYS_PBO,-28.446,25.027,0.089,0.09,1,0,1,0,0,0
240.771,36.324,0,1,P566_PBO,-11.98,8.127,0.119,0.179,1,0,1,0,0,0
240.763,35.744,0,1,P565_PBO,-14.3,7.828,0.209,0.418,1,0,1,0,0,0
240.762,34.276,0,42,VNCO_PBO,-31.052,29.428,0.06,0.149,1,0,1,0,0,0
240.674,34.6,0,41,P549_PBO,-29.241,21.43,0.507,0.508,1,0,1,0,0,0
240.652,35.157,0,1,BVPP_PBO,-18.321,14.63,0.06,0.06,1,0,1,0,0,0
240.651,35.623,0,1,P564_PBO,-16.105,25.33,0.477,0.478,1,0,1,0,0,0
240.647,34.683,0,41,OZST_PBO,-28.787,24.343,0.192,0.189,1,0,1,0,0,0
240.637,34.015,0,33,ANA1_PBO,-30.861,35.831,0.119,0.358,1,0,1,0,0,0
240.629,34.408,0,42,CSST_PBO,-29.647,27.031,0.06,0.09,1,0,1,0,0,0
240.579,35.419,0,1,P563_PBO,-13.812,12.132,0.209,0.179,1,0,1,0,0,0
240.463,39.698,0,19,P095_PBO,-6.561,4.334,0.239,0.179,1,0,1,0,0,0
240.4,39.499,0,19,P127_PBO,-7.369,4.336,0.179,0.179,1,0,1,0,0,0
240.287,35.319,0,1,P543_PBO,-16.017,17.038,0.358,0.388,1,0,1,0,0,0
240.28,34.5,0,42,RCA2_PBO,-31.831,30.441,0.196,0.192,1,0,1,0,0,0
240.278,39.908,0,12,P139_PBO,-4.855,4.839,0.477,0.508,1,0,1,0,0,0
240.262,35.731,0,1,P544_PBO,-12.103,11.239,0.149,0.179,1,0,1,0,0,0
240.215,34.029,0,33,CRU1_PBO,-30.977,35.222,0.173,0.171,1,0,1,0,0,0
240.12,34.415,0,42,COPR_PBO,-30.649,29.242,0.089,0.06,1,0,1,0,0,0
240.091,35.935,0,1,P547_PBO,-9.796,11.443,0.149,0.179,1,0,1,0,0,0
240.065,35.317,0,41,P537_PBO,-22.018,23.644,0.358,0.418,1,0,1,0,0,0
240.018,34.582,0,41,BBDM_PBO,-32.544,32.745,0.268,0.149,1,0,1,0,0,0
239.999,35.687,0,1,P541_PBO,-13.206,14.645,0.149,0.179,1,0,1,0,0,0
239.991,34.733,0,41,FGST_PBO,-30.539,32.045,0.089,0.06,1,0,1,0,0,0
239.975,35.28,0,41,P536_PBO,-24.62,26.346,0.388,0.418,1,0,1,0,0,0
239.935,34.004,0,33,SRS1_PBO,-31.465,35.646,0.06,0.06,1,0,1,0,0,0
239.899,35.235,0,41,P535_PBO,-26.222,28.747,0.567,0.567,1,0,1,0,0,0
239.888,35.534,0,41,P538_PBO,-22.011,23.748,0.358,0.358,1,0,1,0,0,0
239.869,35.801,0,1,P540_PBO,-12.402,13.548,0.209,0.239,1,0,1,0,0,0
239.867,34.483,0,42,TJRN_PBO,-31.648,33.648,0.06,0.09,1,0,1,0,0,0
239.845,35.928,0,1,P546_PBO,-9.598,13.049,0.179,0.209,1,0,1,0,0,0
239.818,35.703,0,1,P539_PBO,-15.306,18.949,0.119,0.119,1,0,1,0,0,0
239.76,34.871,0,41,P515_PBO,-30.435,31.15,0.328,0.328,1,0,1,0,0,0
239.733,35.634,0,41,P532_PBO,-22.809,27.751,0.089,0.119,1,0,1,0,0,0
239.721,34.739,0,41,ORES_PBO,-31.504,34.268,0.178,0.186,1,0,1,0,0,0
239.652,35.544,0,41,P280_PBO,-24.912,29.853,0.358,0.358,1,0,1,0,0,0
239.649,34.038,0,33,MIG1_PBO,-31.665,36.453,0.089,0.09,1,0,1,0,0,0
239.646,35.44,0,41,P529_PBO,-27.016,30.153,0.358,0.358,1,0,1,0,0,0
239.629,35.748,0,41,P533_PBO,-22.805,29.153,0.328,0.328,1,0,1,0,0,0
239.617,35.106,0,41,P516_PBO,-30.028,30.554,0.179,0.179,1,0,1,0,0,0
239.59,35.011,0,41,P514_PBO,-29.231,32.354,0.388,0.388,1,0,1,0,0,0
239.52,35.625,0,41,P530_PBO,-25.91,31.456,0.149,0.239,1,0,1,0,0,0
239.455,35.328,0,41,P528_PBO,-27.421,33.257,0.418,0.418,1,0,1,0,0,0
239.395,35.754,0,41,P527_PBO,-26.506,31.659,0.418,0.418,1,0,1,0,0,0
239.384,34.556,0,41,VNDP_PBO,-32.538,34.83,0.106,0.107,1,0,1,0,0,0
239.339,35.312,0,41,USLO_PBO,-28.822,34.86,0.119,0.149,1,0,1,0,0,0
239.192,35.426,0,41,P525_PBO,-29.918,34.063,0.477,0.478,1,0,1,0,0,0
239.158,35.697,0,41,P295_PBO,-27.109,33.764,0.089,0.209,1,0,1,0,0,0
239.13,35.636,0,41,P526_PBO,-26.911,35.465,0.149,0.388,1,0,1,0,0,0
238.997,35.552,0,41,P067_PBO,-29.415,34.268,0.179,0.508,1,0,1,0,0,0
238.939,35.711,0,41,P278_PBO,-29.21,35.569,0.179,0.209,1,0,1,0,0,0
237.859,37.653,0,44,WINT_PBO,-19.219,21.004,0.166,0.146,1,0,1,0,0,0
224.461,56.854,0,46,BIS1_PBO,-3.783,7.878,0.089,0.179,1,0,1,0,0,0
224.303,58.418,0,46,GUS2_PBO,-0.731,1.781,0.119,0.179,1,0,1,0,0,0
218.842,64.777,0,14,AB41_PBO,1.715,-11.715,0.447,0.478,1,0,1,0,0,0
216.296,62.832,0,46,AC65_PBO,-12.486,26.731,0.537,0.239,1,0,1,0,0,0
214.548,62.967,0,46,AB37_PBO,-26.208,14.161,0.149,0.239,1,0,1,0,0,0
214.257,61.139,0,46,AC57_PBO,-13.573,24.266,0.418,0.418,1,0,1,0,0,0
214.153,63.502,0,46,AC63_PBO,6.104,-4.032,0.149,0.239,1,0,1,0,0,0
213.687,63.084,0,46,AC62_PBO,-22.317,6.976,0.149,0.149,1,0,1,0,0,0
212.14,64.874,0,14,CLGO_PBO,2.418,-6.499,0.149,0.209,1,0,1,0,0,0
211.665,70.256,0,14,PBOC_PBO,-2.415,1.509,0.179,0.149,1,0,1,0,0,0
211.022,63.836,0,46,GRNR_PBO,-1.734,-2.08,0.149,0.179,1,0,1,0,0,0
210.868,61.598,0,46,ATW2_PBO,-12.709,11.022,0.209,0.239,1,0,1,0,0,0
210.276,60.481,0,46,AC15_PBO,-12.355,16.931,0.477,0.418,1,0,1,0,0,0
209.931,61.769,0,46,AC53_PBO,-5.419,-0.363,0.447,0.478,1,0,1,0,0,0
209.827,67.251,0,14,AB33_PBO,3.157,-8.061,0.418,0.448,1,0,1,0,0,0
209.109,59.764,0,46,AC06_PBO,-2.697,4.45,0.388,0.358,1,0,1,0,0,0
208.293,59.446,0,14,SELD_PBO,1.38,-9.138,0.239,0.269,1,0,1,0,0,0
207.807,57.618,0,46,KOD5_PBO,-9.287,19.67,0.149,0.239,1,0,1,0,0,0
207.606,58.61,0,14,AC39_PBO,3.042,-8.827,0.447,0.508,1,0,1,0,0,0
207.596,60.664,0,14,AC17_PBO,1.107,-14.527,0.447,0.478,1,0,1,0,0,0
207.185,62.094,0,14,AB28_PBO,1.447,-12.121,0.358,0.358,1,0,1,0,0,0
206.721,57.22,0,46,AC34_PBO,-11.917,14.186,0.358,0.358,1,0,1,0,0,0
206.415,59.567,0,14,AC59_PBO,2.953,-13.31,0.149,0.179,1,0,1,0,0,0
205.837,59.253,0,14,AC27_PBO,3.133,-11.301,0.209,0.209,1,0,1,0,0,0
205.819,56.564,0,46,AC45_PBO,-14.652,24.799,0.358,0.358,1,0,1,0,0,0
205.817,56.951,0,46,AC02_PBO,-14.14,14.199,0.388,0.508,1,0,1,0,0,0
205.302,59.899,0,14,AB22_PBO,5.145,-10.994,0.358,0.388,1,0,1,0,0,0
203.39,71.323,0,14,SG27_PBO,0.672,-2.567,0.149,0.418,1,0,1,0,0,0
201.496,56.307,0,14,AB13_PBO,-6.332,4.458,0.388,0.418,1,0,1,0,0,0
200.872,55.921,0,14,AC21_PBO,-8.954,4.766,0.477,0.537,1,0,1,0,0,0
200.122,61.04,0,14,AB15_PBO,2.99,-6.625,0.418,0.478,1,0,1,0,0,0
199.593,55.909,0,14,AC41_PBO,-3.977,0.882,0.388,0.418,1,0,1,0,0,0
199.523,55.349,0,14,AB07_PBO,-8.395,4.282,0.179,0.239,1,0,1,0,0,0
197.761,64.638,0,14,AC31_PBO,3.557,-7.497,0.358,0.388,1,0,1,0,0,0
197.293,55.19,0,14,BAY2_PBO,-6.238,-2.691,0.149,0.358,1,0,1,0,0,0
194.627,64.564,0,14,AB11_PBO,4.194,-6.162,0.388,0.388,1,0,1,0,0,0
194.29,54.1,0,14,AV15_PBO,-8.923,-4.459,0.328,0.478,1,0,1,0,0,0
194.234,54.147,0,14,AV06_PBO,-3.523,-3.558,0.298,0.418,1,0,1,0,0,0
194.158,54.119,0,14,AV14_PBO,-2.425,-5.158,0.358,0.388,1,0,1,0,0,0
194.102,54.211,0,14,AV12_PBO,-1.523,-1.257,0.298,0.537,1,0,1,0,0,0
194.066,54.098,0,14,AV10_PBO,-3.927,-4.357,0.418,0.567,1,0,1,0,0,0
193.972,54.136,0,14,AV08_PBO,-3.328,-3.156,0.239,0.478,1,0,1,0,0,0
193.458,53.876,0,14,AV09_PBO,-6.344,-3.051,0.268,0.388,1,0,1,0,0,0
183.337,51.864,0,14,AB21_PBO,-11.283,5.33,0.537,0.567,1,0,1,0,0,0
243.839,31.257,0,30,LLCO_GPS,-32.331,31.783,0.274,0.272,1,0,1,0,0,0
244.534,31.045,0,23,SPMX_GPS,-32.751,30.337,0.31,0.313,1,0,1,0,0,0
243.333,31.871,0,34,CICE_GPS,-29.954,30.882,0.292,0.296,1,0,1,0,0,0
246.48,31.354,0,14,PENA_GPS,-2.985,1.997,0.248,0.242,1,0,1,0,0,0
244.757,31.988,0,23,MAYR_GPS,-25.281,27.259,0.361,0.334,1,0,1,0,0,0
241.512,32.914,0,30,SCIP_GPS,-31.659,33.573,0.289,0.296,1,0,1,0,0,0
241.481,32.927,0,30,BLUF_GPS,-30.585,35.334,0.262,0.272,1,0,1,0,0,0
240.521,33.232,0,30,TWIN_GPS,-31.04,35.542,0.265,0.272,1,0,1,0,0,0
241.595,33.407,0,29,BRSH_GPS,-29.362,33.79,0.257,0.275,1,0,1,0,0,0
240.959,33.472,0,30,SBIS_GPS,-31.318,35.145,0.277,0.293,1,0,1,0,0,0
239.894,33.951,0,30,SNRI_GPS,-30.864,36.098,0.28,0.278,1,0,1,0,0,0
240.247,33.995,0,30,CENT_GPS,-29.811,34.414,0.274,0.275,1,0,1,0,0,0
241.706,33.713,0,29,VTIS_GPS,-28.534,30.755,0.304,0.313,1,0,1,0,0,0
241.628,33.779,0,29,PVHS_GPS,-27.745,29.748,0.334,0.34,1,0,1,0,0,0
241.669,33.798,0,34,TORP_GPS,-28.521,30.387,0.271,0.281,1,0,1,0,0,0
241.572,33.958,0,34,WRHS_GPS,-27.816,28.301,0.346,0.352,1,0,1,0,0,0
241.17,34.157,0,33,AOA1_GPS,-29.142,30.306,0.257,0.266,1,0,1,0,0,0
241.354,34.059,0,33,SPK1_GPS,-28.523,29.879,0.259,0.269,1,0,1,0,0,0
241.558,34.069,0,33,UCLP_GPS,-27.226,27.771,0.257,0.266,1,0,1,0,0,0
241.438,34.179,0,33,OXCO_GPS,-26.753,30.876,0.295,0.299,1,0,1,0,0,0
241.457,34.202,0,33,MCDS_GPS,-26.457,30.475,0.295,0.299,1,0,1,0,0,0
241.678,34.135,0,33,LEEP_GPS,-27.511,25.886,0.257,0.266,1,0,1,0,0,0
241.793,34.129,0,33,OXYC_GPS,-27.186,24.512,0.343,0.349,1,0,1,0,0,0
241.873,34.137,0,33,CIT1_GPS,-26.016,24.639,0.251,0.26,1,0,1,0,0,0
241.723,34.185,0,33,BRAN_GPS,-27.119,24.555,0.257,0.266,1,0,1,0,0,0
243.017,32.569,0,23,1101_GPS,-28.147,30.114,0.313,0.355,1,0,1,0,0,0
243.159,32.601,0,23,OTAY_GPS,-26.763,29.209,0.441,0.361,1,0,1,0,0,0
243.442,32.245,0,23,VA01_GPS,-28.561,29.428,0.322,0.328,1,0,1,0,0,0
243.523,32.607,0,23,1102_GPS,-28.041,29.035,0.307,0.334,1,0,1,0,0,0
244.657,32.356,0,22,LPUR_GPS,-19.825,27.333,0.265,0.266,1,0,1,0,0,0
242.852,32.818,0,23,SD17_GPS,-29.209,29.221,0.358,0.448,1,0,1,0,0,0
242.747,32.84,0,34,SOLJ_GPS,-28.26,30.155,0.331,0.325,1,0,1,0,0,0
242.75,32.865,0,23,SIO3_GPS,-28.394,28.615,0.218,0.227,1,0,1,0,0,0
243.198,32.844,0,23,1106_GPS,-28.021,28.587,0.286,0.311,1,0,1,0,0,0
243.069,32.912,0,23,SD18_GPS,-28.23,29.862,0.307,0.34,1,0,1,0,0,0
242.723,33.13,0,23,1107_GPS,-29.084,30.186,0.301,0.331,1,0,1,0,0,0
243.381,32.824,0,23,SD21_GPS,-27.291,28.431,0.283,0.308,1,0,1,0,0,0
243.998,32.734,0,23,OCTI_GPS,-28.101,28.357,0.289,0.287,1,0,1,0,0,0
244.494,32.664,0,22,BORD_GPS,-21.202,26.349,0.325,0.319,1,0,1,0,0,0
244.5,32.738,0,22,T124_GPS,-21.183,20.719,0.274,0.278,1,0,1,0,0,0
244.204,32.79,0,22,OCOT_GPS,-24.832,27.12,0.271,0.272,1,0,1,0,0,0
244.406,32.8,0,22,E122_GPS,-17.154,22.102,0.394,0.346,1,0,1,0,0,0
244.498,32.827,0,24,COLL_GPS,-14.864,20.255,0.187,0.159,1,0,1,0,0,0
243.429,32.914,0,23,SD35_GPS,-29.609,28.779,0.322,0.352,1,0,1,0,0,0
243.578,32.892,0,23,MONP_GPS,-27.929,27.943,0.236,0.242,1,0,1,0,0,0
243.402,33.074,0,23,SD15_GPS,-27.797,27.88,0.358,0.519,1,0,1,0,0,0
244.239,32.951,0,24,L589_GPS,-22.811,25.678,0.274,0.266,1,0,1,0,0,0
244.594,32.917,0,14,ORIE_GPS,-3.299,4.535,0.283,0.272,1,0,1,0,0,0
244.499,33.038,0,14,HAMA_GPS,-8.675,2.169,0.537,0.514,1,0,1,0,0,0
245.086,32.251,0,14,CPEI_GPS,-8.913,7.697,0.334,0.337,1,0,1,0,0,0
244.754,32.629,0,14,ASA1_GPS,-8.018,7.749,0.313,0.287,1,0,1,0,0,0
244.938,32.709,0,14,JUNC_GPS,-4.012,2.552,0.313,0.296,1,0,1,0,0,0
244.753,32.84,0,14,GLOC_GPS,-4.513,-0.321,0.274,0.263,1,0,1,0,0,0
245.797,32.939,0,14,YUMA_GPS,-1.616,2.961,0.31,0.287,1,0,1,0,0,0
242.435,33.375,0,23,0301_GPS,-27.443,29.967,0.289,0.305,1,0,1,0,0,0
242.841,33.332,0,23,0303_GPS,-26.545,29.301,0.376,0.43,1,0,1,0,0,0
243.14,33.357,0,22,PMOB_GPS,-25.496,27.04,0.298,0.305,1,0,1,0,0,0
242.365,33.444,0,23,SCMS_GPS,-28.723,31.06,0.304,0.311,1,0,1,0,0,0
242.291,33.464,0,23,DANA_GPS,-28.115,30.922,0.283,0.293,1,0,1,0,0,0
242.32,33.469,0,23,1202_GPS,-27.775,29.841,0.28,0.287,1,0,1,0,0,0
242.284,33.554,0,23,KITE_GPS,-28.241,30.663,0.322,0.296,1,0,1,0,0,0
242.184,33.602,0,23,SJOA_GPS,-28.326,30.807,0.37,0.376,1,0,1,0,0,0
242.197,33.618,0,23,TRAK_GPS,-26.112,29.436,0.254,0.263,1,0,1,0,0,0
242.855,33.43,0,23,YUNG_GPS,-27.159,27.601,0.292,0.311,1,0,1,0,0,0
242.811,33.505,0,23,ROSA_GLA,-25.598,28.232,0.346,0.343,1,0,1,0,0,0
243.068,33.468,0,22,RDEC_GPS,-24.325,27.072,0.346,0.373,1,0,1,0,0,0
243.164,33.484,0,22,A586_GPS,-24.013,27.239,0.322,0.34,1,0,1,0,0,0
243.265,33.545,0,22,CARY_GPS,-21.87,25.815,0.301,0.316,1,0,1,0,0,0
242.645,33.62,0,23,LAKE_GPS,-25.484,28.329,0.343,0.37,1,0,1,0,0,0
242.914,33.636,0,22,DASH_GPS,-23.507,27.278,0.307,0.319,1,0,1,0,0,0
243.152,33.63,0,22,R293_GPS,-22.225,26.429,0.313,0.334,1,0,1,0,0,0
243.475,33.211,0,22,MVFD_GPS,-24.873,26.527,0.322,0.328,1,0,1,0,0,0
243.307,33.234,0,22,1108_GPS,-26.733,27.363,0.301,0.328,1,0,1,0,0,0
243.753,33.16,0,22,1109_GPS,-23.474,24.356,0.28,0.308,1,0,1,0,0,0
243.297,33.382,0,22,SDG6_GPS,-25.094,27.284,0.286,0.299,1,0,1,0,0,0
244.112,33.177,0,24,1110_GPS,-15.159,16.273,0.28,0.29,1,0,1,0,0,0
244.138,33.179,0,24,EXTR_GPS,-15.889,14.492,0.465,0.451,1,0,1,0,0,0
244.593,33.196,0,14,COAC_GPS,-3.147,3.095,0.313,0.293,1,0,1,0,0,0
244.481,33.231,0,14,1111_GPS,-5.045,1.399,0.31,0.308,1,0,1,0,0,0
