lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,14,25.4818,12.9744,-2.7182,4.3744,1.8883,6.3262,0.3867,0.6711,-23.9802,-7.3193,2.5129,0.0000,0.0000,0.0000,0.0000,-2.3904,-2.3904,0.0000,-0.1225,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,14,19.4489,15.8714,-1.3511,-7.3286,2.4916,6.4371,0.3796,-0.0862,-17.3369,-9.3480,2.2641,0.0000,0.0000,0.0000,0.0000,-2.2811,-2.2811,0.0000,0.0170,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,8,17.4298,18.1003,-3.0702,-1.6997,2.4077,11.1346,0.6479,1.8641,-15.6700,-8.8298,2.4777,0.0000,0.0000,0.0000,0.0000,-1.8579,-1.8579,0.0000,-0.6197,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,8,15.6010,16.5462,-6.4990,-0.2538,-0.0122,10.9493,0.5191,0.2658,-16.1323,-5.8626,2.1534,0.0000,0.0000,0.0000,0.0000,-2.1311,-2.1311,0.0000,-0.0222,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,13,-0.8535,0.9582,-3.5245,-4.9888,0.4165,0.2988,1.2699,-0.6576,0.0001,-0.0019,-0.0136,0.0000,0.0000,0.0000,0.0000,-0.3235,-0.3235,0.0000,0.3370,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,46,-2.5890,4.5982,-0.6260,1.7662,-7.3082,-1.8178,-4.7239,-6.4162,0.0047,0.0002,-0.0223,0.0000,0.0000,0.0000,0.0000,-1.3980,-1.3980,0.0000,1.4203,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,13,0.0313,2.3525,-1.0387,-1.3815,0.2663,0.2413,0.2315,-2.1109,0.0035,-0.0004,-0.0281,0.0000,0.0000,0.0000,0.0000,0.0507,0.0507,0.0000,-0.0226,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,13,-0.4035,1.2800,-0.0235,0.2060,0.3750,0.2806,0.7780,-0.9975,0.0005,-0.0018,-0.0163,0.0000,0.0000,0.0000,0.0000,-0.1403,-0.1403,0.0000,0.1566,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,13,0.2000,1.4228,3.6730,1.1538,0.3160,0.2372,0.1156,-1.1832,0.0004,-0.0025,-0.0227,0.0000,0.0000,0.0000,0.0000,0.0610,0.0610,0.0000,-0.0382,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,13,0.2305,1.4878,-1.2765,0.0148,0.2502,0.2020,0.0190,-1.2831,0.0007,-0.0027,-0.0345,0.0000,0.0000,0.0000,0.0000,0.0753,0.0753,0.0000,-0.0408,0.0000,0.0000
236.5130,48.3900,0,8,albh_PAN,6.5110,4.3720,0.0680,0.0570,1,0,1,0,0,0,0.0000,-2332979.5871,-3526485.8735,4760825.0431,5,6.6894,4.7225,0.1784,0.3505,3.0337,2.8199,0.1895,0.0278,-3.8452,-1.9303,-0.6511,0.0000,0.0000,0.0000,0.0000,0.6959,0.6959,0.0000,-0.0448,0.0000,0.0000
297.6600,82.4940,0,47,alrt_PAN,-2.5460,-1.8080,0.1720,0.2200,1,0,1,0,0,0,0.0000,386131.8000,-736721.9233,6312883.2163,47,-2.4533,-0.6573,0.0927,1.1507,-2.4377,-0.8022,0.0173,-0.1430,-0.0017,-0.0020,-0.0008,0.0000,0.0000,0.0000,0.0000,-0.0142,-0.0142,0.0000,0.0150,0.0000,0.0000
237.8580,48.1740,0,13,arli_PAN,4.2960,3.0500,0.0890,0.0780,1,0,1,0,0,0,0.0000,-2259093.9074,-3595446.7562,4744850.7671,12,4.4766,3.4025,0.1806,0.3525,3.5336,2.9808,0.7104,0.1933,-1.6534,-0.6149,-0.0113,0.0000,0.0000,0.0000,0.0000,0.1204,0.1204,0.0000,-0.1091,0.0000,0.0000
237.3300,42.1810,0,4,ashl_PAN,-1.9500,6.7510,0.0980,0.0840,1,0,1,0,0,0,0.0000,-2547017.7720,-3971961.0150,4275579.2153,8,-2.5756,6.5848,-0.6256,-0.1662,-3.7260,5.9310,-0.2143,-0.6118,-0.9360,-0.0419,-0.1362,0.0000,0.0000,0.0000,0.0000,0.0145,0.0145,0.0000,0.1217,0.0000,0.0000
242.8460,34.4680,0,28,avry_PAN,-12.3380,13.3290,0.1940,0.1090,1,0,1,0,0,0,0.0000,-2395827.9845,-4670997.5090,3603629.0043,28,-12.9171,14.0719,-0.5791,0.7429,-12.4105,14.4792,0.5239,0.3998,-0.0173,0.0076,-0.0109,0.0000,0.0000,0.0000,0.0000,-0.3467,-0.3467,0.0000,0.3577,0.0000,0.0000
234.8650,48.8350,0,8,bamf_PAN,10.1030,6.8710,0.0850,0.0840,1,0,1,0,0,0,0.0000,-2412079.9884,-3427590.0446,4793521.4694,5,9.6952,7.1819,-0.4078,0.3109,2.8777,2.6459,0.6126,0.0296,-7.4302,-4.5656,-2.0944,0.0000,0.0000,0.0000,0.0000,2.2391,2.2391,0.0000,-0.1447,0.0000,0.0000
242.7950,40.4130,0,17,bamo_PAN,-3.0240,0.8580,0.0570,0.0700,1,0,1,0,0,0,0.0000,-2216440.3074,-4311800.8313,4127967.7102,16,-3.3274,0.4441,-0.3034,-0.4139,-3.0395,0.0489,0.4018,-0.4128,-0.1140,0.0175,-0.0063,0.0000,0.0000,0.0000,0.0000,-0.1069,-0.1069,0.0000,0.1132,0.0000,0.0000
236.5710,48.4290,0,8,bces_PAN,6.1920,3.9210,0.1720,0.1040,1,0,1,0,0,0,0.0000,-2327622.7712,-3526140.4061,4763702.0828,5,6.4679,4.5354,0.2759,0.6144,3.0274,2.8260,0.1081,0.0856,-3.5487,-1.7950,-0.5260,0.0000,0.0000,0.0000,0.0000,0.5202,0.5202,0.0000,0.0058,0.0000,0.0000
