lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,14,25.4101,13.1665,-2.7899,4.5665,2.0605,6.3845,0.4120,0.6843,-23.7616,-7.4662,2.4852,0.0000,0.0000,0.0000,0.0000,-2.3630,-2.3630,0.0000,-0.1222,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,14,19.4265,15.8935,-1.3735,-7.3065,2.5208,6.4639,0.3840,-0.0832,-17.2898,-9.3463,2.2615,0.0000,0.0000,0.0000,0.0000,-2.2781,-2.2781,0.0000,0.0166,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,8,17.4620,18.1443,-3.0380,-1.6557,2.3649,11.1041,0.6463,1.8385,-15.7434,-8.8787,2.4908,0.0000,0.0000,0.0000,0.0000,-1.8786,-1.8786,0.0000,-0.6123,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,8,15.6408,16.5455,-6.4592,-0.2545,-0.0404,10.9201,0.5186,0.2642,-16.1997,-5.8897,2.1693,0.0000,0.0000,0.0000,0.0000,-2.1465,-2.1465,0.0000,-0.0228,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,13,-0.8426,0.9602,-3.5136,-4.9868,0.4163,0.3019,1.2588,-0.6565,0.0000,-0.0018,-0.0135,0.0000,0.0000,0.0000,0.0000,-0.3202,-0.3202,0.0000,0.3337,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,45,-2.5635,4.5927,-0.6005,1.7607,-7.2495,-1.8244,-4.6906,-6.4174,0.0047,0.0003,-0.0223,0.0000,0.0000,0.0000,0.0000,-1.3843,-1.3843,0.0000,1.4065,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,13,0.0350,2.3544,-1.0350,-1.3796,0.2655,0.2442,0.2270,-2.1099,0.0035,-0.0003,-0.0280,0.0000,0.0000,0.0000,0.0000,0.0510,0.0510,0.0000,-0.0230,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,13,-0.3960,1.2821,-0.0160,0.2081,0.3746,0.2837,0.7702,-0.9966,0.0004,-0.0018,-0.0162,0.0000,0.0000,0.0000,0.0000,-0.1384,-0.1384,0.0000,0.1547,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,13,0.2033,1.4252,3.6763,1.1562,0.3155,0.2401,0.1119,-1.1828,0.0003,-0.0024,-0.0227,0.0000,0.0000,0.0000,0.0000,0.0611,0.0611,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,13,0.2314,1.4898,-1.2756,0.0168,0.2494,0.2048,0.0173,-1.2825,0.0007,-0.0025,-0.0344,0.0000,0.0000,0.0000,0.0000,0.0753,0.0753,0.0000,-0.0409,0.0000,0.0000
