lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,5,25.2357,16.2000,-2.9643,7.6000,3.2434,8.9126,0.5351,0.2500,-22.5274,-7.5374,2.4750,0.0000,0.0000,0.0000,0.0000,-2.4514,-2.4514,0.0000,-0.0236,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,5,20.0506,15.5024,-0.7494,-7.6976,0.8394,8.3716,0.3686,0.1468,-19.5798,-7.2776,2.7644,0.0000,0.0000,0.0000,0.0000,-2.7577,-2.7577,0.0000,-0.0067,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,5,18.1752,18.9469,-2.3248,-0.8531,-0.7156,8.6552,0.3919,0.1173,-19.2827,-10.4090,3.1182,0.0000,0.0000,0.0000,0.0000,-3.1156,-3.1156,0.0000,-0.0026,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,5,14.8825,16.8730,-7.2175,0.0730,-2.2073,8.5433,0.4819,0.0728,-17.5717,-8.4025,2.2666,0.0000,0.0000,0.0000,0.0000,-2.2654,-2.2654,0.0000,-0.0012,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,12,-0.8299,0.9749,-3.5009,-4.9721,0.4401,0.3197,1.2690,-0.6605,0.0009,0.0054,-0.0106,0.0000,0.0000,0.0000,0.0000,-0.3242,-0.3242,0.0000,0.3348,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,43,-2.5882,4.6133,-0.6252,1.7813,-7.2450,-1.7385,-4.6619,-6.3596,0.0052,0.0077,-0.0150,0.0000,0.0000,0.0000,0.0000,-1.4008,-1.4008,0.0000,1.4158,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,12,0.0394,2.3536,-1.0306,-1.3804,0.2884,0.2609,0.2444,-2.1035,0.0046,0.0107,-0.0188,0.0000,0.0000,0.0000,0.0000,0.0422,0.0422,0.0000,-0.0234,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,12,-0.3850,1.2917,-0.0050,0.2177,0.3982,0.3012,0.7818,-0.9969,0.0014,0.0064,-0.0123,0.0000,0.0000,0.0000,0.0000,-0.1432,-0.1432,0.0000,0.1555,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,12,0.2145,1.4282,3.6875,1.1592,0.3389,0.2567,0.1226,-1.1808,0.0018,0.0093,-0.0165,0.0000,0.0000,0.0000,0.0000,0.0551,0.0551,0.0000,-0.0386,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,12,0.2421,1.4898,-1.2649,0.0168,0.2725,0.2207,0.0275,-1.2840,0.0029,0.0148,-0.0234,0.0000,0.0000,0.0000,0.0000,0.0659,0.0659,0.0000,-0.0425,0.0000,0.0000
