other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,strain_rate,strain_rate_sig,strain_rate_flag,area_steradians,area_plate_carree,block_label,euler_lon_err,euler_lat_err,euler_rate,euler_rate_err
0,0,0,0,0,0,MohawkValley     ,239.5820,39.9250,62.6247,0,-42.7201,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,0,0.0000,0.0000,1.4809,0.0000
0,0,0,0,0,0,SierraBlock      ,240.5970,36.7460,210.4332,1,-7.6075,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,1,0.0000,0.0000,0.1447,0.0000
0,0,0,0,0,0,J                ,238.8910,41.6940,61.6244,0,-43.8998,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,2,0.0000,0.0000,1.1611,0.0000
0,0,0,0,0,0,H                ,240.5120,44.0180,62.7479,0,-45.1497,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,3,0.0000,0.0000,0.5637,0.0000
0,0,0,0,0,0,C                ,237.6600,45.2130,60.7114,0,-44.0636,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,4,0.0000,0.0000,1.1827,0.0000
0,0,0,0,0,0,PP               ,236.2990,47.8140,161.6910,0,62.4346,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,5,0.0000,0.0000,0.0555,0.0000
0,0,0,0,0,0,V                ,237.3840,46.1770,100.2713,0,-17.0373,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,6,0.0000,0.0000,0.0780,0.0000
0,0,0,0,0,0,KK               ,237.4070,47.4510,61.2065,0,-45.8209,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,7,0.0000,0.0000,0.6331,0.0000
0,0,0,0,0,0,daisybanks       ,236.3880,43.3910,60.2111,0,-43.4623,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,8,0.0000,0.0000,1.4620,0.0000
0,0,0,0,0,0,U                ,238.2100,44.0010,60.2430,0,-43.7872,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,9,0.0000,0.0000,1.3733,0.0000
0,0,0,0,0,0,wnv              ,241.7500,40.1450,64.0644,0,-44.8491,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,10,0.0000,0.0000,0.5905,0.0000
0,0,0,0,0,0,georgia          ,234.8810,50.2880,231.0004,0,53.4476,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,11,0.0000,0.0000,0.3745,0.0000
0,0,0,0,0,0,X                ,238.4760,47.7610,61.1648,0,-45.3777,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,12,0.0000,0.0000,0.6589,0.0000
