lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,14,25.4237,13.1123,-2.7763,4.5123,1.9579,6.3856,0.4047,0.6720,-23.8705,-7.3988,2.5061,0.0000,0.0000,0.0000,0.0000,-2.3840,-2.3840,0.0000,-0.1220,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,14,19.4521,15.8200,-1.3479,-7.3800,2.4792,6.4785,0.3806,-0.0816,-17.3535,-9.2598,2.2736,0.0000,0.0000,0.0000,0.0000,-2.2902,-2.2902,0.0000,0.0166,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,8,17.4939,18.0870,-3.0061,-1.7130,2.3741,11.1084,0.6498,1.8386,-15.7695,-8.8172,2.4945,0.0000,0.0000,0.0000,0.0000,-1.8837,-1.8837,0.0000,-0.6108,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,8,15.5809,16.5830,-6.5191,-0.2170,-0.0355,10.9240,0.5194,0.2636,-16.1358,-5.9226,2.1498,0.0000,0.0000,0.0000,0.0000,-2.1287,-2.1287,0.0000,-0.0211,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,13,-0.8508,0.9529,-3.5218,-4.9941,0.4189,0.3031,1.2696,-0.6481,0.0001,-0.0017,-0.0135,0.0000,0.0000,0.0000,0.0000,-0.3242,-0.3242,0.0000,0.3377,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,46,-2.5772,4.5676,-0.6142,1.7356,-7.3022,-1.8818,-4.7297,-6.4497,0.0048,0.0003,-0.0221,0.0000,0.0000,0.0000,0.0000,-1.3976,-1.3976,0.0000,1.4197,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,13,0.0362,2.3562,-1.0338,-1.3778,0.2685,0.2455,0.2287,-2.1105,0.0036,-0.0002,-0.0279,0.0000,0.0000,0.0000,0.0000,0.0508,0.0508,0.0000,-0.0229,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,13,-0.4002,1.2784,-0.0202,0.2044,0.3773,0.2849,0.7770,-0.9918,0.0005,-0.0017,-0.0162,0.0000,0.0000,0.0000,0.0000,-0.1406,-0.1406,0.0000,0.1568,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,13,0.2040,1.4262,3.6770,1.1572,0.3184,0.2413,0.1140,-1.1827,0.0004,-0.0023,-0.0226,0.0000,0.0000,0.0000,0.0000,0.0610,0.0610,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,13,0.2342,1.4916,-1.2728,0.0186,0.2525,0.2060,0.0175,-1.2832,0.0008,-0.0023,-0.0342,0.0000,0.0000,0.0000,0.0000,0.0752,0.0752,0.0000,-0.0410,0.0000,0.0000
236.5130,48.3900,0,8,albh_PAN,6.5110,4.3720,0.0680,0.0570,1,0,1,0,0,0,0.0000,-2332979.5871,-3526485.8735,4760825.0431,5,6.6950,4.6863,0.1840,0.3143,3.0702,2.7529,0.2086,-0.0005,-3.8334,-1.9328,-0.6470,0.0000,0.0000,0.0000,0.0000,0.7026,0.7026,0.0000,-0.0557,0.0000,0.0000
297.6600,82.4940,0,47,alrt_PAN,-2.5460,-1.8080,0.1720,0.2200,1,0,1,0,0,0,0.0000,386131.8000,-736721.9233,6312883.2163,47,-2.4607,-0.6419,0.0853,1.1661,-2.4451,-0.7870,0.0173,-0.1431,-0.0017,-0.0020,-0.0008,0.0000,0.0000,0.0000,0.0000,-0.0142,-0.0142,0.0000,0.0150,0.0000,0.0000
237.8580,48.1740,0,13,arli_PAN,4.2960,3.0500,0.0890,0.0780,1,0,1,0,0,0,0.0000,-2259093.9074,-3595446.7562,4744850.7671,12,4.4626,3.4011,0.1666,0.3511,3.5087,2.9671,0.6986,0.1821,-1.6524,-0.6161,-0.0106,0.0000,0.0000,0.0000,0.0000,0.1052,0.1052,0.0000,-0.0946,0.0000,0.0000
237.3300,42.1810,0,4,ashl_PAN,-1.9500,6.7510,0.0980,0.0840,1,0,1,0,0,0,0.0000,-2547017.7720,-3971961.0150,4275579.2153,8,-2.5776,6.5773,-0.6276,-0.1737,-3.7332,5.9274,-0.2028,-0.6062,-0.9528,-0.0437,-0.1357,0.0000,0.0000,0.0000,0.0000,0.0159,0.0159,0.0000,0.1198,0.0000,0.0000
242.8460,34.4680,0,28,avry_PAN,-12.3380,13.3290,0.1940,0.1090,1,0,1,0,0,0,0.0000,-2395827.9845,-4670997.5090,3603629.0043,28,-12.9198,14.0584,-0.5818,0.7294,-12.4080,14.4698,0.5292,0.4040,-0.0173,0.0075,-0.0109,0.0000,0.0000,0.0000,0.0000,-0.3497,-0.3497,0.0000,0.3606,0.0000,0.0000
234.8650,48.8350,0,8,bamf_PAN,10.1030,6.8710,0.0850,0.0840,1,0,1,0,0,0,0.0000,-2412079.9884,-3427590.0446,4793521.4694,5,9.6903,7.1845,-0.4127,0.3135,2.9751,2.7303,0.6287,0.0445,-7.3439,-4.4986,-2.0716,0.0000,0.0000,0.0000,0.0000,2.2188,2.2188,0.0000,-0.1472,0.0000,0.0000
242.7950,40.4130,0,17,bamo_PAN,-3.0240,0.8580,0.0570,0.0700,1,0,1,0,0,0,0.0000,-2216440.3074,-4311800.8313,4127967.7102,16,-3.3174,0.4348,-0.2934,-0.4232,-3.0261,0.0368,0.4062,-0.4156,-0.1149,0.0176,-0.0060,0.0000,0.0000,0.0000,0.0000,-0.1072,-0.1072,0.0000,0.1132,0.0000,0.0000
236.5710,48.4290,0,8,bces_PAN,6.1920,3.9210,0.1720,0.1040,1,0,1,0,0,0,0.0000,-2327622.7712,-3526140.4061,4763702.0828,5,6.4672,4.5001,0.2752,0.5791,3.0692,2.7537,0.1387,0.0504,-3.5367,-1.7968,-0.5223,0.0000,0.0000,0.0000,0.0000,0.5484,0.5484,0.0000,-0.0261,0.0000,0.0000
237.3430,49.1040,0,14,bclc_PAN,4.0350,2.6880,0.0960,0.1270,1,0,1,0,0,0,0.0000,-2249461.0030,-3509686.6748,4813146.1750,11,3.9794,3.3522,-0.0556,0.6642,3.2666,2.7381,0.7153,0.2088,-1.4281,-0.8229,0.0010,0.0000,0.0000,0.0000,0.0000,0.1521,0.1521,0.0000,-0.1531,0.0000,0.0000
236.8530,49.1150,0,14,bcli_PAN,5.5790,3.4500,0.0900,0.0890,1,0,1,0,0,0,0.0000,-2278888.3080,-3489547.1672,4813946.4173,11,4.4021,3.5470,-1.1769,0.0970,3.2417,2.5273,0.6007,0.0745,-1.7611,-1.0942,-0.0563,0.0000,0.0000,0.0000,0.0000,0.1867,0.1867,0.0000,-0.1304,0.0000,0.0000
237.4610,49.2210,0,14,bcmr_PAN,4.1070,2.0250,0.0950,0.1070,1,0,1,0,0,0,0.0000,-2236936.8553,-3506018.8736,4821648.7455,11,3.6646,3.2275,-0.4424,1.2025,3.1864,2.7888,0.7990,0.3112,-1.2772,-0.7499,0.0159,0.0000,0.0000,0.0000,0.0000,0.1728,0.1728,0.0000,-0.1887,0.0000,0.0000
233.1570,50.5440,0,14,bcov_PAN,2.7260,2.8150,0.0650,0.1090,1,0,1,0,0,0,0.0000,-2426331.1789,-3238274.2404,4916385.7066,11,2.1847,3.2176,-0.5413,0.4026,2.1217,0.9327,0.7974,-0.7612,-0.8604,-1.5237,-0.6849,0.0000,0.0000,0.0000,0.0000,1.1244,1.1244,0.0000,-0.4394,0.0000,0.0000
232.6250,50.6860,0,14,bcph_PAN,2.3890,2.1940,0.0880,0.1570,1,0,1,0,0,0,0.0000,-2448890.0730,-3205913.3931,4926399.1097,11,1.4605,2.3812,-0.9285,0.1872,2.0128,0.7027,0.7773,-1.3004,-0.2249,-0.3781,-0.3071,0.0000,0.0000,0.0000,0.0000,0.7144,0.7144,0.0000,-0.4074,0.0000,0.0000
236.2000,48.5590,0,8,bcsm_PAN,7.3740,4.3610,0.2490,0.2560,1,0,1,0,0,0,0.0000,-2344387.4152,-3502004.1103,4773276.2669,5,7.0980,5.0976,-0.2760,0.7366,3.0454,2.7488,0.2031,0.1289,-4.2557,-2.4778,-0.9676,0.0000,0.0000,0.0000,0.0000,0.8736,0.8736,0.0000,0.0940,0.0000,0.0000
236.9110,49.2760,0,14,bcvc_PAN,5.1180,3.0910,0.0940,0.1070,1,0,1,0,0,0,0.0000,-2267960.7339,-3480505.1885,4825638.7353,11,4.0473,3.4083,-1.0707,0.3173,3.1272,2.5523,0.6194,0.1336,-1.5394,-0.9896,-0.0250,0.0000,0.0000,0.0000,0.0000,0.1693,0.1693,0.0000,-0.1444,0.0000,0.0000
237.5210,48.7550,0,14,beli_PAN,4.7440,2.6470,0.0860,0.0930,1,0,1,0,0,0,0.0000,-2254248.4409,-3541324.8847,4787664.7219,11,4.3616,3.4422,-0.3824,0.7952,3.5252,2.8146,0.7435,0.1623,-1.5799,-0.7899,-0.0083,0.0000,0.0000,0.0000,0.0000,0.1426,0.1426,0.0000,-0.1344,0.0000,0.0000
