lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,14,25.4099,13.0606,-2.7901,4.4606,2.1579,6.5108,0.4115,0.7015,-23.6635,-7.2512,2.4725,0.0000,0.0000,0.0000,0.0000,-2.3505,-2.3505,0.0000,-0.1220,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,14,19.4250,15.8403,-1.3750,-7.3597,2.5279,6.5703,0.3844,-0.0739,-17.2815,-9.1960,2.2581,0.0000,0.0000,0.0000,0.0000,-2.2739,-2.2739,0.0000,0.0158,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,8,17.4466,18.0943,-3.0534,-1.7057,2.3765,11.1198,0.6556,1.8080,-15.7257,-8.7826,2.4835,0.0000,0.0000,0.0000,0.0000,-1.8822,-1.8822,0.0000,-0.6013,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,8,15.5558,16.5505,-6.5442,-0.2495,-0.0329,10.9353,0.5199,0.2618,-16.1085,-5.8770,2.1489,0.0000,0.0000,0.0000,0.0000,-2.1265,-2.1265,0.0000,-0.0224,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,13,-0.8462,0.9561,-3.5172,-4.9909,0.4229,0.3029,1.2691,-0.6514,0.0001,-0.0019,-0.0134,0.0000,0.0000,0.0000,0.0000,-0.3234,-0.3234,0.0000,0.3369,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,46,-2.5678,4.5804,-0.6048,1.7484,-7.2708,-1.8508,-4.7077,-6.4313,0.0047,0.0001,-0.0221,0.0000,0.0000,0.0000,0.0000,-1.3913,-1.3913,0.0000,1.4134,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,13,0.0397,2.3549,-1.0303,-1.3791,0.2720,0.2449,0.2288,-2.1095,0.0035,-0.0005,-0.0278,0.0000,0.0000,0.0000,0.0000,0.0507,0.0507,0.0000,-0.0229,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,13,-0.3967,1.2798,-0.0167,0.2058,0.3812,0.2846,0.7774,-0.9934,0.0005,-0.0019,-0.0161,0.0000,0.0000,0.0000,0.0000,-0.1401,-0.1401,0.0000,0.1562,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,13,0.2080,1.4256,3.6810,1.1566,0.3220,0.2408,0.1136,-1.1823,0.0004,-0.0025,-0.0225,0.0000,0.0000,0.0000,0.0000,0.0609,0.0609,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,13,0.2369,1.4903,-1.2701,0.0173,0.2559,0.2053,0.0183,-1.2822,0.0007,-0.0028,-0.0342,0.0000,0.0000,0.0000,0.0000,0.0752,0.0752,0.0000,-0.0410,0.0000,0.0000
