name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,resolution_override,resolution_other,mesh_file_index,mesh_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
Santa Rosa Range (south)                                           ,242.2453,42.0753,242.249,42.0706,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.249,42.0706,242.252,42.0569,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.252,42.0569,242.2506,42.0523,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2506,42.0523,242.2484,42.047,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2484,42.047,242.2548,42.0379,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2548,42.0379,242.2577,42.0361,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2577,42.0361,242.2664,42.0351,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2664,42.0351,242.2809,42.0224,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2809,42.0224,242.2985,41.9979,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2985,41.9979,242.3011,41.9852,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3011,41.9852,242.2973,41.9797,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2973,41.9797,242.3074,41.9569,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3074,41.9569,242.3007,41.9237,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3007,41.9237,242.2928,41.91,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2928,41.91,242.3039,41.8995,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3039,41.8995,242.3161,41.8763,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3161,41.8763,242.3064,41.8579,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3064,41.8579,242.3074,41.8437,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3074,41.8437,242.311,41.8328,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.311,41.8328,242.3203,41.8243,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3203,41.8243,242.3343,41.771,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3343,41.771,242.3336,41.7611,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3336,41.7611,242.3244,41.753,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3244,41.753,242.3165,41.7348,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3165,41.7348,242.3001,41.7227,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.3001,41.7227,242.2781,41.7213,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2781,41.7213,242.2627,41.7003,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2627,41.7003,242.2633,41.6635,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2633,41.6635,242.254,41.6376,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.254,41.6376,242.2488,41.5918,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2488,41.5918,242.2395,41.5669,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2395,41.5669,242.2502,41.5558,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2502,41.5558,242.2722,41.5287,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2722,41.5287,242.267,41.5037,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.267,41.5037,242.2393,41.4681,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Santa Rosa Range (south)                                           ,242.2393,41.4681,242.2356,41.4347,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (east)                                                     ,237.8758,47.5311,237.909,47.5273,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (east)                                                     ,237.909,47.5273,237.9348,47.5267,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (east)                                                     ,237.9348,47.5267,237.9517,47.5277,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (east)                                                     ,237.9517,47.5277,237.9758,47.5331,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (east)                                                     ,237.7552,47.5376,237.8758,47.5311,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sea Ext                                                    ,237.9758,47.5331,238.0527,47.547,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.163,47.5545,237.1824,47.555,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.1824,47.555,237.213,47.5564,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.213,47.5564,237.2349,47.5589,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.2349,47.5589,237.2482,47.5609,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.2482,47.5609,237.2864,47.5598,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.2864,47.5598,237.3092,47.558,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.3092,47.558,237.3255,47.5574,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.3255,47.5574,237.3481,47.56,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.3481,47.56,237.3653,47.5597,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.3653,47.5597,237.4106,47.5549,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.4106,47.5549,237.4885,47.5584,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.4885,47.5584,237.5364,47.5564,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.5364,47.5564,237.5921,47.5451,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.5921,47.5451,237.6372,47.5279,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.6372,47.5279,237.6543,47.5172,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.6543,47.5172,237.6748,47.5153,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.6748,47.5153,237.6945,47.5172,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.6945,47.5172,237.7047,47.52,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.7047,47.52,237.7299,47.5307,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Seattle (south)                                                    ,237.7299,47.5307,237.7552,47.5376,60,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sea Ext                                                    ,238.0527,47.547,238.1212,47.5583,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Skinner Flat                                                       ,239.0319,40.0885,238.9594,40.1151,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Skinner Flat                                                       ,238.9594,40.1151,238.9192,40.1523,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.8524,42.2572,237.8115,42.3367,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.8115,42.3367,237.7895,42.3492,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.7895,42.3492,237.7877,42.3772,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.7877,42.3772,237.7736,42.4177,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.7736,42.4177,237.768,42.4845,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.768,42.4845,237.759,42.5166,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.759,42.5166,237.7574,42.5451,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Sky Lakes                                                          ,237.7574,42.5451,237.7631,42.5892,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southeast Newberry                                                 ,239.0358,43.6688,239.1487,43.5723,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southeast Newberry                                                 ,239.1487,43.5723,239.2613,43.4757,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southeast Newberry                                                 ,239.2613,43.4757,239.3467,43.3639,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southeast Newberry                                                 ,239.3467,43.3639,239.4317,43.2521,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,238.0727,47.6518,238.012,47.7498,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,238.012,47.7498,237.9511,47.8141,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.9511,47.8141,237.8908,47.8421,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.8908,47.8421,237.8245,47.8621,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.8245,47.8621,237.748,47.8995,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.748,47.8995,237.7027,47.9383,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.7027,47.9383,237.6009,47.9952,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.6009,47.9952,237.4851,48.0934,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.4851,48.0934,237.3969,48.1313,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.3969,48.1313,237.3636,48.1534,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.3636,48.1534,237.26,48.1866,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.26,48.1866,237.1563,48.2198,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.1563,48.2198,237.0779,48.2571,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southern Whidbey Island (north)                                    ,237.0779,48.2571,237.0392,48.2868,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southwest Newberry                                                 ,238.8765,43.5922,238.8559,43.5714,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southwest Newberry                                                 ,238.8559,43.5714,238.7626,43.5107,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southwest Newberry                                                 ,238.7626,43.5107,238.7119,43.4998,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southwest Newberry                                                 ,238.7119,43.4998,238.6275,43.455,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Southwest Newberry                                                 ,238.6275,43.455,238.5433,43.4102,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (center)                                                    ,241.4619,42.5555,241.4784,42.6105,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (center)                                                    ,241.4784,42.6105,241.5022,42.6667,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.4958,42.7163,241.5209,42.7641,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.5209,42.7641,241.5369,42.7852,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.5369,42.7852,241.5511,42.8221,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.5511,42.8221,241.5749,42.8457,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.5749,42.8457,241.598,42.8719,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.598,42.8719,241.6134,42.8895,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.6134,42.8895,241.6249,42.9083,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.6249,42.9083,241.6659,42.9488,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.6659,42.9488,241.7139,43.0076,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.7139,43.0076,241.7302,43.0366,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (north)                                                     ,241.7302,43.0366,241.7519,43.0534,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2469,41.7496,241.2361,41.7593,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2361,41.7593,241.2327,41.7697,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2327,41.7697,241.2211,41.7829,130,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2211,41.7829,241.2272,41.8052,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2272,41.8052,241.2358,41.828,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2358,41.828,241.2421,41.8425,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2421,41.8425,241.2422,41.8572,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
Steens (south)                                                     ,241.2422,41.8572,241.2542,41.896,50,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1
