lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,5,23.8931,16.7900,-4.3069,8.1900,3.1922,8.7761,0.5388,0.2461,-21.2397,-8.2601,2.2111,0.0000,0.0000,0.0000,0.0000,-2.1865,-2.1865,0.0000,-0.0245,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,5,19.5489,15.4375,-1.2511,-7.7625,0.8076,8.2397,0.3682,0.1444,-19.1095,-7.3422,2.7319,0.0000,0.0000,0.0000,0.0000,-2.7250,-2.7250,0.0000,-0.0069,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,5,17.8777,18.3693,-2.6223,-1.4307,-0.7345,8.5209,0.3908,0.1143,-19.0029,-9.9628,2.9886,0.0000,0.0000,0.0000,0.0000,-2.9860,-2.9860,0.0000,-0.0026,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,5,14.2656,16.6792,-7.8344,-0.1208,-2.2140,8.4099,0.4809,0.0694,-16.9606,-8.3388,2.1931,0.0000,0.0000,0.0000,0.0000,-2.1919,-2.1919,0.0000,-0.0012,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,12,-0.8411,0.9618,-3.5121,-4.9852,0.4344,0.3139,1.2747,-0.6530,0.0008,0.0051,-0.0105,0.0000,0.0000,0.0000,0.0000,-0.3264,-0.3264,0.0000,0.3369,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,43,-2.5912,4.5852,-0.6282,1.7532,-7.2500,-1.7897,-4.6638,-6.3824,0.0050,0.0075,-0.0150,0.0000,0.0000,0.0000,0.0000,-1.4017,-1.4017,0.0000,1.4167,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,12,0.0354,2.3484,-1.0346,-1.3856,0.2838,0.2556,0.2441,-2.1032,0.0044,0.0103,-0.0188,0.0000,0.0000,0.0000,0.0000,0.0420,0.0420,0.0000,-0.0233,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,12,-0.3942,1.2817,-0.0142,0.2077,0.3928,0.2955,0.7858,-0.9923,0.0013,0.0061,-0.0123,0.0000,0.0000,0.0000,0.0000,-0.1441,-0.1441,0.0000,0.1564,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,12,0.2098,1.4229,3.6828,1.1539,0.3339,0.2514,0.1224,-1.1804,0.0017,0.0089,-0.0165,0.0000,0.0000,0.0000,0.0000,0.0549,0.0549,0.0000,-0.0385,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,12,0.2378,1.4852,-1.2692,0.0122,0.2680,0.2157,0.0275,-1.2837,0.0027,0.0142,-0.0233,0.0000,0.0000,0.0000,0.0000,0.0657,0.0657,0.0000,-0.0424,0.0000,0.0000
236.5130,48.3900,0,8,albh_PAN,6.5110,4.3720,0.0680,0.0570,1,0,1,0,0,0,0.0000,-2332979.5871,-3526485.8735,4760825.0431,5,6.6375,5.4736,0.1265,1.1016,6.3173,6.4125,1.9624,1.9952,-2.2826,-1.0562,-0.2516,0.0000,0.0000,0.0000,0.0000,1.6050,1.6050,0.0000,-1.3533,0.0000,0.0000
297.6600,82.4940,0,47,alrt_PAN,-2.5460,-1.8080,0.1720,0.2200,1,0,1,0,0,0,0.0000,386131.8000,-736721.9233,6312883.2163,44,-2.4601,-0.6631,0.0859,1.1449,-2.4439,-0.8061,0.0173,-0.1426,-0.0011,-0.0004,-0.0010,0.0000,0.0000,0.0000,0.0000,-0.0140,-0.0140,0.0000,0.0150,0.0000,0.0000
237.8580,48.1740,0,13,arli_PAN,4.2960,3.0500,0.0890,0.0780,1,0,1,0,0,0,0.0000,-2259093.9074,-3595446.7562,4744850.7671,11,4.0008,3.2893,-0.2952,0.2393,2.3080,1.6701,-0.5156,-1.1443,-1.1772,-0.4748,0.0256,0.0000,0.0000,0.0000,0.0000,0.1166,0.1166,0.0000,-0.1422,0.0000,0.0000
237.3300,42.1810,0,4,ashl_PAN,-1.9500,6.7510,0.0980,0.0840,1,0,1,0,0,0,0.0000,-2547017.7720,-3971961.0150,4275579.2153,5,-2.8740,6.1485,-0.9240,-0.6025,-4.4369,5.4013,0.0329,-0.4268,-1.5958,-0.3203,-0.1692,0.0000,0.0000,0.0000,0.0000,0.0979,0.0979,0.0000,0.0714,0.0000,0.0000
242.8460,34.4680,0,28,avry_PAN,-12.3380,13.3290,0.1940,0.1090,1,0,1,0,0,0,0.0000,-2395827.9845,-4670997.5090,3603629.0043,25,-12.9101,14.0944,-0.5721,0.7654,-12.3898,14.5072,0.5303,0.4170,-0.0100,-0.0042,-0.0138,0.0000,0.0000,0.0000,0.0000,-0.3461,-0.3461,0.0000,0.3599,0.0000,0.0000
234.8650,48.8350,0,8,bamf_PAN,10.1030,6.8710,0.0850,0.0840,1,0,1,0,0,0,0.0000,-2412079.9884,-3427590.0446,4793521.4694,5,10.0972,7.7203,-0.0058,0.8493,6.9299,8.4481,1.4066,1.0966,-4.5739,-0.3688,-1.0332,0.0000,0.0000,0.0000,0.0000,1.2971,1.2971,0.0000,-0.2640,0.0000,0.0000
242.7950,40.4130,0,17,bamo_PAN,-3.0240,0.8580,0.0570,0.0700,1,0,1,0,0,0,0.0000,-2216440.3074,-4311800.8313,4127967.7102,14,-3.3232,0.4394,-0.2992,-0.4186,-3.0327,0.0451,0.4201,-0.4058,-0.1296,0.0115,0.0004,0.0000,0.0000,0.0000,0.0000,-0.1119,-0.1119,0.0000,0.1115,0.0000,0.0000
236.5710,48.4290,0,8,bces_PAN,6.1920,3.9210,0.1720,0.1040,1,0,1,0,0,0,0.0000,-2327622.7712,-3526140.4061,4763702.0828,5,6.5470,5.0150,0.3550,1.0940,6.3900,6.3408,1.9522,2.3182,-2.1092,-0.9924,-0.1990,0.0000,0.0000,0.0000,0.0000,2.3634,2.3634,0.0000,-2.1643,0.0000,0.0000
237.3430,49.1040,0,14,bclc_PAN,4.0350,2.6880,0.0960,0.1270,1,0,1,0,0,0,0.0000,-2249461.0030,-3509686.6748,4813146.1750,10,3.8523,3.1822,-0.1827,0.4942,3.4463,2.6793,0.4224,-0.0346,-0.8284,-0.4683,0.0124,0.0000,0.0000,0.0000,0.0000,0.1607,0.1607,0.0000,-0.1732,0.0000,0.0000
236.8530,49.1150,0,14,bcli_PAN,5.5790,3.4500,0.0900,0.0890,1,0,1,0,0,0,0.0000,-2278888.3080,-3489547.1672,4813946.4173,10,4.2245,3.2613,-1.3545,-0.1887,3.4183,2.3586,0.1640,-0.3343,-0.9702,-0.5685,-0.0144,0.0000,0.0000,0.0000,0.0000,0.1955,0.1955,0.0000,-0.1811,0.0000,0.0000
237.4610,49.2210,0,14,bcmr_PAN,4.1070,2.0250,0.0950,0.1070,1,0,1,0,0,0,0.0000,-2236936.8553,-3506018.8736,4821648.7455,10,3.5128,3.0673,-0.5942,1.0423,3.3255,2.7565,0.5453,0.1127,-0.7326,-0.4236,0.0162,0.0000,0.0000,0.0000,0.0000,0.1835,0.1835,0.0000,-0.1997,0.0000,0.0000
233.1570,50.5440,0,14,bcov_PAN,2.7260,2.8150,0.0650,0.1090,1,0,1,0,0,0,0.0000,-2426331.1789,-3238274.2404,4916385.7066,10,2.1761,2.5784,-0.5499,-0.2366,1.8326,-0.0641,-0.4195,-3.4295,0.0760,0.7870,-0.0494,0.0000,0.0000,0.0000,0.0000,1.1785,1.1785,0.0000,-1.1291,0.0000,0.0000
232.6250,50.6860,0,14,bcph_PAN,2.3890,2.1940,0.0880,0.1570,1,0,1,0,0,0,0.0000,-2448890.0730,-3205913.3931,4926399.1097,10,1.7240,2.5845,-0.6650,0.3905,1.6822,-0.4131,0.0401,-3.6369,-0.0819,0.6393,-0.0582,0.0000,0.0000,0.0000,0.0000,1.0089,1.0089,0.0000,-0.9507,0.0000,0.0000
236.2000,48.5590,0,8,bcsm_PAN,7.3740,4.3610,0.2490,0.2560,1,0,1,0,0,0,0.0000,-2344387.4152,-3502004.1103,4773276.2669,5,8.0960,5.8470,0.7220,1.4860,6.5841,6.7996,0.9114,2.1358,-2.4233,-1.1831,-0.3778,0.0000,0.0000,0.0000,0.0000,-1.1776,-1.1776,0.0000,1.5554,0.0000,0.0000
236.9110,49.2760,0,14,bcvc_PAN,5.1180,3.0910,0.0940,0.1070,1,0,1,0,0,0,0.0000,-2267960.7339,-3480505.1885,4825638.7353,10,3.8335,3.1056,-1.2845,0.0146,3.2480,2.3966,0.2379,-0.2073,-0.8234,-0.5017,-0.0062,0.0000,0.0000,0.0000,0.0000,0.1783,0.1783,0.0000,-0.1721,0.0000,0.0000
237.5210,48.7550,0,14,beli_PAN,4.7440,2.6470,0.0860,0.0930,1,0,1,0,0,0,0.0000,-2254248.4409,-3541324.8847,4787664.7219,10,4.3568,3.3747,-0.3872,0.7277,3.8257,2.7957,0.4600,-0.0797,-0.9911,-0.4993,0.0177,0.0000,0.0000,0.0000,0.0000,0.1522,0.1522,0.0000,-0.1699,0.0000,0.0000
237.8750,47.6170,0,8,bfir_PAN,5.0250,2.6650,0.3040,0.3900,1,0,1,0,0,0,0.0000,-2282448.7967,-3635010.8268,4703347.2380,5,4.4513,3.4358,-0.5737,0.7708,5.0707,4.7262,2.0623,1.7495,-1.4429,-0.4592,0.0106,0.0000,0.0000,0.0000,0.0000,0.8115,0.8115,0.0000,-0.8221,0.0000,0.0000
235.7470,47.5390,0,8,bils_PAN,14.1680,10.5610,0.3120,0.3290,1,0,1,0,0,0,0.0000,-2419451.8549,-3553041.0803,4697499.6823,5,12.3146,9.5589,-1.8534,-1.0021,4.7692,7.3594,0.6385,0.4383,-8.1839,-2.6378,-1.4762,0.0000,0.0000,0.0000,0.0000,1.5380,1.5380,0.0000,-0.0618,0.0000,0.0000
240.3170,48.1320,0,14,brew_PAN,2.0520,1.1210,0.0410,0.0480,1,0,1,0,0,0,0.0000,-2104474.7624,-3692081.9828,4741736.8198,12,0.7711,0.4164,-1.2809,-0.7046,-0.0080,-0.1106,-0.2803,-0.3439,-0.4989,-0.1830,0.0539,0.0000,0.0000,0.0000,0.0000,0.0217,0.0217,0.0000,-0.0755,0.0000,0.0000
295.3040,32.3700,0,14,brmu_PAN,0.0180,0.2010,0.1410,0.1150,1,0,1,0,0,0,0.0000,2298668.7611,-4861992.8107,3409032.0176,12,-0.5486,-1.4512,-0.5666,-1.6522,-1.0552,-1.3483,-0.5028,0.1035,-0.0039,-0.0007,0.0008,0.0000,0.0000,0.0000,0.0000,-0.0249,-0.0249,0.0000,0.0240,0.0000,0.0000
236.9840,49.2700,0,14,brn3_PAN,4.9680,3.1980,0.5230,0.5000,1,0,1,0,0,0,0.0000,-2263799.7499,-3483815.6673,4825203.6797,10,3.7952,3.1043,-1.1728,-0.0937,3.2567,2.4443,0.2716,-0.1693,-0.8101,-0.4906,-0.0025,0.0000,0.0000,0.0000,0.0000,0.1737,0.1737,0.0000,-0.1712,0.0000,0.0000
236.9780,49.2750,0,14,brnb_PAN,4.3390,3.0300,0.2110,0.2120,1,0,1,0,0,0,0.0000,-2263935.0819,-3483225.5123,4825566.2297,10,3.7891,3.1007,-0.5499,0.0707,3.2512,2.4404,0.2700,-0.1701,-0.8079,-0.4902,-0.0028,0.0000,0.0000,0.0000,0.0000,0.1741,0.1741,0.0000,-0.1713,0.0000,0.0000
237.8680,47.5540,0,8,bsum_PAN,4.7490,4.0050,0.1940,0.3980,1,0,1,0,0,0,0.0000,-2285642.1269,-3639109.1884,4698624.8887,5,4.4516,3.3385,-0.2974,-0.6665,4.9605,4.7348,1.9840,1.8521,-1.4751,-0.4558,0.0078,0.0000,0.0000,0.0000,0.0000,0.3694,0.3694,0.0000,-0.3771,0.0000,0.0000
237.2030,45.4860,0,7,bton_PAN,4.4490,5.4440,0.3120,0.2810,1,0,1,0,0,0,0.0000,-2418048.8508,-3752508.8438,4540492.1092,4,4.7748,6.1801,0.3258,0.7361,3.0511,6.2527,1.0562,0.5660,-2.7799,-0.4935,-0.2342,0.0000,0.0000,0.0000,0.0000,0.1709,0.1709,0.0000,0.0633,0.0000,0.0000
242.1560,42.7800,0,12,burn_PAN,-1.6660,1.1180,0.0420,0.0530,1,0,1,0,0,0,0.0000,-2182829.3577,-4132408.9709,4324673.8089,9,-2.0897,1.4247,-0.4237,0.3067,-2.3919,1.5530,-0.0216,0.1345,-0.2806,-0.0062,0.0253,0.0000,0.0000,0.0000,0.0000,-0.0686,-0.0686,0.0000,0.0433,0.0000,0.0000
235.4370,42.8360,0,4,cabl_PAN,6.1720,13.7010,0.0720,0.0730,1,0,1,0,0,0,0.0000,-2648930.4339,-3845153.3128,4329239.5428,5,6.2269,13.0090,0.0549,-0.6920,-3.4436,7.7423,0.4138,-0.1034,-10.0844,-5.1633,0.9870,0.0000,0.0000,0.0000,0.0000,-0.9912,-0.9912,0.0000,0.0042,0.0000,0.0000
239.5690,35.8880,0,41,carh_PAN,-22.4460,28.1230,0.1730,0.1860,1,0,1,0,0,0,0.0000,-2612871.8248,-4448016.5388,3732613.1810,38,-27.9996,34.2674,-5.5536,6.1444,-28.8609,32.7421,-0.8602,-1.5082,-0.0011,-0.0171,-0.0282,0.0000,0.0000,0.0000,0.0000,0.0182,0.0182,0.0000,0.0100,0.0000,0.0000
236.6330,46.1970,0,9,cath_PAN,6.2200,6.8340,0.0790,0.1040,1,0,1,0,0,0,0.0000,-2424082.3570,-3680925.2757,4595537.5422,6,6.8110,6.3847,0.5910,-0.4493,2.8021,5.2481,0.4663,-0.1729,-4.4751,-0.9636,-0.9356,0.0000,0.0000,0.0000,0.0000,1.0105,1.0105,0.0000,-0.0749,0.0000,0.0000
237.8090,47.6140,0,8,cblv_PAN,5.0470,3.4570,0.2230,0.1900,1,0,1,0,0,0,0.0000,-2286765.7071,-3632587.6283,4703122.4931,5,4.6176,3.5631,-0.4294,0.1061,5.0614,4.8079,1.9447,1.7219,-1.5010,-0.4771,0.0029,0.0000,0.0000,0.0000,0.0000,0.5797,0.5797,0.0000,-0.5826,0.0000,0.0000
238.1740,47.5270,0,13,ch2m_PAN,4.2720,4.1260,0.4790,0.8960,1,0,1,0,0,0,0.0000,-2267341.5791,-3653145.0530,4696599.2854,11,3.9450,2.8752,-0.3270,-1.2508,2.3893,1.6849,-0.3000,-0.8057,-1.2556,-0.3846,0.0335,0.0000,0.0000,0.0000,0.0000,0.6393,0.6393,0.0000,-0.6727,0.0000,0.0000
