lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,15,25.4793,12.9936,-2.7207,4.3936,1.9379,6.2879,0.3975,0.6603,-23.9389,-7.3660,2.5074,0.0000,0.0000,0.0000,0.0000,-2.3865,-2.3865,0.0000,-0.1208,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,15,19.4299,15.8592,-1.3701,-7.3408,2.5166,6.3933,0.3825,-0.0912,-17.2957,-9.3747,2.2580,0.0000,0.0000,0.0000,0.0000,-2.2756,-2.2756,0.0000,0.0176,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,9,17.4710,18.0938,-3.0290,-1.7062,2.3784,11.1240,0.6395,1.8710,-15.7321,-8.8408,2.4856,0.0000,0.0000,0.0000,0.0000,-1.8631,-1.8631,0.0000,-0.6225,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,9,15.5933,16.5536,-6.5067,-0.2464,-0.0362,10.9392,0.5185,0.2667,-16.1480,-5.8812,2.1545,0.0000,0.0000,0.0000,0.0000,-2.1331,-2.1331,0.0000,-0.0214,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,14,-0.8467,0.9457,-3.5177,-5.0013,0.4097,0.2879,1.2563,-0.6560,0.0001,-0.0018,-0.0136,0.0000,0.0000,0.0000,0.0000,-0.3193,-0.3193,0.0000,0.3329,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,47,-2.5685,4.5759,-0.6055,1.7439,-7.2447,-1.8406,-4.6810,-6.4168,0.0047,0.0003,-0.0223,0.0000,0.0000,0.0000,0.0000,-1.3828,-1.3828,0.0000,1.4051,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,14,0.0288,2.3405,-1.0412,-1.3935,0.2603,0.2309,0.2280,-2.1093,0.0035,-0.0003,-0.0280,0.0000,0.0000,0.0000,0.0000,0.0509,0.0509,0.0000,-0.0229,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,14,-0.4009,1.2678,-0.0209,0.1938,0.3684,0.2699,0.7688,-0.9962,0.0005,-0.0017,-0.0163,0.0000,0.0000,0.0000,0.0000,-0.1381,-0.1381,0.0000,0.1544,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,14,0.1971,1.4115,3.6701,1.1425,0.3097,0.2269,0.1123,-1.1823,0.0004,-0.0023,-0.0227,0.0000,0.0000,0.0000,0.0000,0.0611,0.0611,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,14,0.2254,1.4767,-1.2816,0.0037,0.2442,0.1920,0.0181,-1.2822,0.0007,-0.0025,-0.0345,0.0000,0.0000,0.0000,0.0000,0.0753,0.0753,0.0000,-0.0408,0.0000,0.0000
