lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,15,25.4194,13.0441,-2.7806,4.4441,2.1261,6.3778,0.4200,0.6859,-23.7133,-7.3523,2.4812,0.0000,0.0000,0.0000,0.0000,-2.3593,-2.3593,0.0000,-0.1219,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,15,19.4163,15.8957,-1.3837,-7.3043,2.5859,6.4567,0.3883,-0.0852,-17.2187,-9.3538,2.2470,0.0000,0.0000,0.0000,0.0000,-2.2642,-2.2642,0.0000,0.0172,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,8,17.4579,18.1002,-3.0421,-1.6998,2.4086,11.1332,0.6458,1.8504,-15.6952,-8.8174,2.4846,0.0000,0.0000,0.0000,0.0000,-1.8688,-1.8688,0.0000,-0.6159,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,8,15.5808,16.5646,-6.5192,-0.2354,-0.0113,10.9479,0.5209,0.2660,-16.1130,-5.8828,2.1459,0.0000,0.0000,0.0000,0.0000,-2.1239,-2.1239,0.0000,-0.0220,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,14,-0.8600,0.9398,-3.5310,-5.0072,0.4164,0.2956,1.2763,-0.6424,0.0000,-0.0018,-0.0135,0.0000,0.0000,0.0000,0.0000,-0.3267,-0.3267,0.0000,0.3402,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,47,-2.5932,4.5413,-0.6302,1.7093,-7.3465,-1.9277,-4.7579,-6.4692,0.0046,0.0002,-0.0222,0.0000,0.0000,0.0000,0.0000,-1.4079,-1.4079,0.0000,1.4301,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,14,0.0323,2.3485,-1.0377,-1.3855,0.2664,0.2382,0.2307,-2.1100,0.0034,-0.0003,-0.0280,0.0000,0.0000,0.0000,0.0000,0.0508,0.0508,0.0000,-0.0228,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,14,-0.4069,1.2674,-0.0269,0.1934,0.3749,0.2775,0.7813,-0.9882,0.0004,-0.0018,-0.0162,0.0000,0.0000,0.0000,0.0000,-0.1420,-0.1420,0.0000,0.1582,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,14,0.1997,1.4184,3.6727,1.1494,0.3160,0.2341,0.1160,-1.1820,0.0003,-0.0024,-0.0226,0.0000,0.0000,0.0000,0.0000,0.0610,0.0610,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,14,0.2317,1.4845,-1.2753,0.0115,0.2504,0.1989,0.0180,-1.2830,0.0007,-0.0026,-0.0344,0.0000,0.0000,0.0000,0.0000,0.0754,0.0754,0.0000,-0.0410,0.0000,0.0000
