lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate,strike_slip_rate_kinematic,dip_slip_rate_kinematic,strike_slip_coupling,dip_slip_coupling
232.06,49.636,0.0,232.155,49.468,0.0,232.174,49.619,-3.1,0,-3.0779559709211926,26.56556308563012,-5.57123933261764,40.02354651075413,0.5569466890224045,0.6618670024207286
232.411,49.299,-3.8,232.173,49.109,0.0,232.41500000000002,49.088,-2.1,0,1.3037098543760008,28.482352084934533,2.074174289936331,37.96205166833143,0.6196919519985643,0.7487382338075053
234.663,43.131,0.0,234.711,42.959,0.0,234.957,43.141,-3.6,0,-1.9064826716090055,21.22586999097692,-3.914994495486482,24.454562169285985,0.48585005470229947,0.8678709484689896
235.01600000000002,40.553,0.0,235.0,40.375,0.0,235.122,40.45,-3.7,0,1.8632383462500748,11.563819997072802,3.1259290198791234,25.191729912234734,0.6992950245734134,0.4563762026463532
234.215,47.089,-2.3,234.514,47.122,-4.8,234.43099999999998,47.282,-4.8,0,-0.17044326643307153,30.121353614432365,-1.5428778627961748,31.506678911429226,0.09758400352574809,0.9559212981518552
232.16500000000002,49.288,0.0,232.173,49.109,0.0,232.411,49.299,-3.8,0,-13.589174840138767,23.101479230430805,-22.10809689439719,31.169649785737175,0.615678188198196,0.740015473846436
235.189,41.661,-4.5,234.916,41.672,-2.1,234.963,41.518,-2.0,0,8.128076682548615,10.661411108402728,11.443922010266377,15.17993858243338,0.720669096078424,0.7042337511062247
235.236,41.503,-4.6,235.189,41.661,-4.5,234.963,41.518,-2.0,0,6.3255711776610015,11.518080260964858,9.032609274534238,16.920311754033975,0.714056646346518,0.6817456426628072
235.248,41.188,-4.2,235.276,41.348,-4.6,235.05200000000002,41.214,-2.0,0,4.147724401492349,13.6608274959026,5.697635180354553,19.822747690873314,0.7538016555730604,0.6884856398893494
234.951,42.568,-2.7,234.80700000000002,42.44,0.0,235.09699999999998,42.386,-4.2,0,3.742645627483529,9.565424424701044,8.972494608377303,12.332548087337244,0.4409197813200305,0.7844984983046038
235.269,40.744,-6.5,235.312,40.919,-6.5,235.058,40.907,0.0,0,-0.7066753171630409,14.903762279890675,-0.6485290032524063,22.994623270516314,0.7420940826568253,0.6460462035999325
234.047,47.495,-2.2,234.162,47.276,-2.5,234.334,47.443,-4.7,0,-1.0290306890712921,30.44399099809943,-9.301348933882014,31.878231267461437,0.10754542095833264,0.9549102797968194
235.269,40.744,-6.5,235.058,40.907,0.0,235.055,40.729,0.0,0,3.257611963143888,14.659977179079029,4.625722092834337,23.088673183681124,0.754580441052686,0.6334183841319446
233.725,47.955,-2.3,233.893,48.09,-4.5,233.588,48.137,-2.0,0,-1.4044920205457678,31.359319510478358,-4.322408707993894,34.50866643634058,0.3240571293971528,0.9084199787143543
234.162,47.276,-2.5,234.215,47.089,-2.3,234.43099999999998,47.282,-4.8,0,-0.41859164502259766,30.17068002152676,-4.524894819172008,31.42526019949112,0.10016903803999082,0.9599891664947525
235.09300000000002,42.2,-4.3,234.862,42.16,-2.0,234.923,42.001,-2.4,0,4.011155876065241,11.028602931327208,7.492662184668973,14.99324142808527,0.5601383487314672,0.7412000262394846
234.957,43.141,-3.6,234.711,42.959,0.0,235.013,42.979,-4.2,0,-3.667556221669018,19.58018559823581,-8.562924910119087,23.317155581290756,0.4277522510883419,0.8395966325809978
232.155,49.468,0.0,232.16500000000002,49.288,0.0,232.411,49.299,-3.8,0,-12.958632157194796,22.513859700607394,-21.76853737218606,31.67068367662191,0.5964495698643684,0.709588269995934
