lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,mesh_idx,strike_slip_rate,dip_slip_rate,strike_slip_rate_kinematic,dip_slip_rate_kinematic,strike_slip_coupling,dip_slip_coupling
232.06,49.636,0.0,232.155,49.468,0.0,232.174,49.619,-3.1,0,-1.9667058086787728,24.59305973732123,-5.686112822217048,40.21485000849083,0.35151965524350826,0.6096435739738674
232.411,49.299,-3.8,232.173,49.109,0.0,232.41500000000002,49.088,-2.1,0,0.9884441939844005,23.988005119897434,1.9914299791573704,38.14710839714371,0.4874601552770366,0.6268030935719083
234.663,43.131,0.0,234.711,42.959,0.0,234.957,43.141,-3.6,0,-1.018913333021721,22.465856352396006,-3.756404648016428,24.060850775657826,0.2729440380599915,0.9337480681725858
235.01600000000002,40.553,0.0,235.0,40.375,0.0,235.122,40.45,-3.7,0,3.5177237222853917,0.21572988829558984,3.8217581232014766,24.446802436830097,0.9260861342879074,0.007360492683988365
234.215,47.089,-2.3,234.514,47.122,-4.8,234.43099999999998,47.282,-4.8,0,0.6201600270554788,32.502049256318855,-1.4403532242351176,33.56738327868,-0.5284131120637277,0.9683624720733343
232.16500000000002,49.288,0.0,232.173,49.109,0.0,232.411,49.299,-3.8,0,-10.184609688765551,19.413994680977314,-22.290193863466527,31.265482314105316,0.4592696630015751,0.619736332468414
235.189,41.661,-4.5,234.916,41.672,-2.1,234.963,41.518,-2.0,0,8.839131022616748,6.824461967499375,11.243723239828938,12.796225644035871,0.7881139424415337,0.5261598461258297
235.236,41.503,-4.6,235.189,41.661,-4.5,234.963,41.518,-2.0,0,7.4427717440147845,8.136940959463834,9.06224280522801,14.626535729294602,0.8234918188766189,0.5507557362495775
235.248,41.188,-4.2,235.276,41.348,-4.6,235.05200000000002,41.214,-2.0,0,5.571889660072594,12.757466330204052,6.095063203570788,17.980770682147124,0.9167862471384097,0.7076294845069598
234.951,42.568,-2.7,234.80700000000002,42.44,0.0,235.09699999999998,42.386,-4.2,0,0.6811132135899886,7.475830251782751,8.814258231544471,8.822432331497566,0.08419005940443793,0.852876551711514
235.269,40.744,-6.5,235.312,40.919,-6.5,235.058,40.907,0.0,0,0.0890873893064453,14.520704098148794,0.10815022224991822,21.81288178450788,0.9511897960735417,0.6651636748867761
234.047,47.495,-2.2,234.162,47.276,-2.5,234.334,47.443,-4.7,0,3.930312173173742,30.18017930054775,-9.41592246106422,31.925843394638022,-0.41758944148944394,0.9453417113133225
235.269,40.744,-6.5,235.058,40.907,0.0,235.055,40.729,0.0,0,4.935308331436712,12.636653914690951,5.193089106244486,21.840410988724244,0.9530182116765177,0.5778495978188652
233.725,47.955,-2.3,233.893,48.09,-4.5,233.588,48.137,-2.0,0,-0.7289303763490708,28.56390241250005,-4.425677781521497,34.60723867793857,0.16701153397747434,0.8253240942103552
234.162,47.276,-2.5,234.215,47.089,-2.3,234.43099999999998,47.282,-4.8,0,2.2593154552800123,32.33434527810261,-4.639245790362448,33.52935767567131,-0.511600807236846,0.9643945172746939
235.09300000000002,42.2,-4.3,234.862,42.16,-2.0,234.923,42.001,-2.4,0,3.0169317304814403,7.948205819113797,7.835689076092393,11.963782408834561,0.3917629388832234,0.664160195925791
234.957,43.141,-3.6,234.711,42.959,0.0,235.013,42.979,-4.2,0,-1.6376043464386678,21.204357932917695,-8.337964201750253,22.964958794623527,0.19724827511790202,0.9233337682427102
232.155,49.468,0.0,232.16500000000002,49.288,0.0,232.411,49.299,-3.8,0,-9.376235044320596,19.613106547373075,-21.949467231755825,31.7742253242265,0.42965702144066303,0.6159285748293
235.13299999999998,42.007,-4.5,235.09300000000002,42.2,-4.3,234.923,42.001,-2.4,0,3.174017289806848,7.792788203148757,7.205929556392192,12.482532089811428,0.44666660775494554,0.6235653286468491
235.276,41.348,-4.6,235.036,41.366,-2.2,235.05200000000002,41.214,-2.0,0,8.553983906300875,10.925743822191292,9.488748474144757,16.12009728814411,0.9032201143824238,0.6748056198362081
234.914,41.826,-2.0,235.166,41.851,-4.5,234.923,42.001,-2.4,0,5.143489363649331,6.893096803574639,8.564495616018121,12.920240995574147,0.6048274856084523,0.528908350708722
233.488,48.49,-4.2,233.24200000000002,48.316,0.0,233.52100000000002,48.295,-2.7,0,1.3461592150237,28.37139079952744,3.1869142981815988,35.71634859323681,0.4184760218176094,0.7940048710939899
233.893,48.09,-4.5,233.786,48.221,-4.6,233.588,48.137,-2.0,0,0.7039421862056288,28.37447111174306,3.1450005808956236,34.964632501667666,0.22113534675446397,0.8114355009416122
233.24200000000002,48.316,0.0,233.488,48.49,-4.2,233.265,48.528,-2.5,0,3.3128904053424004,27.786685244550632,7.130598291178723,35.36555160877986,0.46304309739186655,0.7852274636677976
235.166,41.851,-4.5,235.13299999999998,42.007,-4.5,234.923,42.001,-2.4,0,4.736830266949073,6.841632441629485,8.517298926162141,12.378118688772616,0.5602426288480392,0.5492986320987346
