other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,strain_rate,strain_rate_sig,strain_rate_flag,area_steradians,area_plate_carree,block_label,euler_lon_err,euler_lat_err,euler_rate,euler_rate_err
0,0,0,0,0,0,MohawkValley     ,239.5820,39.9250,62.6173,0,-42.7470,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,0,0.0000,0.0000,1.4741,0.0000
0,0,0,0,0,0,SierraBlock      ,240.5970,36.7460,210.4980,1,-7.4621,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,1,0.0000,0.0000,0.1450,0.0000
0,0,0,0,0,0,J                ,239.0490,41.8070,61.6230,0,-43.9090,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,2,0.0000,0.0000,1.1575,0.0000
0,0,0,0,0,0,likely           ,240.9740,45.5160,62.6932,0,-45.5516,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,3,0.0000,0.0000,0.5664,0.0000
0,0,0,0,0,0,H                ,239.8310,42.9780,62.6485,0,-44.9542,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,4,0.0000,0.0000,0.5907,0.0000
0,0,0,0,0,0,C                ,237.6600,45.2130,60.4745,0,-44.1891,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,5,0.0000,0.0000,1.2714,0.0000
0,0,0,0,0,0,PP               ,236.2990,47.8140,209.6965,0,60.3150,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,6,0.0000,0.0000,0.1112,0.0000
0,0,0,0,0,0,V                ,237.3840,46.1770,110.3380,0,-5.4137,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,7,0.0000,0.0000,0.0643,0.0000
0,0,0,0,0,0,KK               ,237.4070,47.4510,61.1855,0,-45.8606,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,8,0.0000,0.0000,0.6374,0.0000
0,0,0,0,0,0,daisybanks       ,236.3880,43.3910,60.2175,0,-43.4606,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,9,0.0000,0.0000,1.4624,0.0000
0,0,0,0,0,0,U                ,238.2100,44.0010,60.2956,0,-43.8166,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,10,0.0000,0.0000,1.3502,0.0000
0,0,0,0,0,0,wnv              ,241.7500,40.1450,64.0553,0,-44.8149,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,11,0.0000,0.0000,0.5941,0.0000
0,0,0,0,0,0,georgia          ,234.8810,50.2880,230.7268,0,53.6269,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,12,0.0000,0.0000,0.3575,0.0000
0,0,0,0,0,0,X                ,238.4760,47.7610,61.1095,0,-45.4188,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,13,0.0000,0.0000,0.6749,0.0000
0,0,0,0,0,0,NorthAmerica     ,254.0070,38.0010,55.8658,1,-48.7121,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,14,0.0000,0.0000,0.0211,0.0000
0,0,0,0,0,0,nitinat          ,235.4270,45.8800,204.1488,0,49.0381,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,15,0.0000,0.0000,0.1739,0.0000
0,0,0,0,0,0,D                ,239.7320,46.4920,63.7901,0,-43.6401,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,16,0.0000,0.0000,0.4328,0.0000
0,0,0,0,0,0,cnv              ,242.7450,39.9510,63.0215,0,-52.0808,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,17,0.0000,0.0000,0.1355,0.0000
0,0,0,0,0,0,JDF              ,233.7880,46.8830,66.8800,1,-32.4099,1,1.0990,0.0100,1,0,0,0,0,-1.0000,-1.0000,18,0.0000,0.0000,1.0929,0.0000
0,0,0,0,0,0,eelriver         ,235.2600,41.4070,60.1146,0,-41.5386,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,19,0.0000,0.0000,3.5902,0.0000
0,0,0,0,0,0,carson           ,240.6520,38.7620,62.1886,0,-41.3699,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,20,0.0000,0.0000,2.1787,0.0000
0,0,0,0,0,0,Nevada           ,243.9910,36.6180,30.6509,1,-78.1782,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,21,0.0000,0.0000,0.0442,0.0000
0,0,0,0,0,0,DeathValley      ,242.9240,36.3780,236.7691,1,31.4237,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,22,0.0000,0.0000,0.3902,0.0000
0,0,0,0,0,0,SanJacinto       ,243.3470,33.3940,195.9698,1,-18.1659,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,23,0.0000,0.0000,0.3846,0.0000
0,0,0,0,0,0,Elsinore         ,243.7000,32.5460,191.5873,1,-26.6306,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,24,0.0000,0.0000,0.3858,0.0000
0,0,0,0,0,0,SanBernadino     ,243.3500,34.0630,241.9678,1,33.1761,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,25,0.0000,0.0000,6.6979,0.0000
0,0,0,0,0,0,Salton           ,243.8410,33.4870,74.7344,1,-40.2817,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,26,0.0000,0.0000,1.1111,0.0000
0,0,0,0,0,0,san_gabriel      ,241.8350,34.4290,107.7245,1,-56.4553,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,27,0.0000,0.0000,0.5382,0.0000
0,0,0,0,0,0,WhiteWolf        ,241.7320,35.2940,235.1891,1,28.2810,1,0.0000,1.0000,0,0,0,0,0,-1.0000,-1.0000,28,0.0000,0.0000,0.8083,0.0000
0,0,0,0,0,0,WesternMojave    ,242.3600,34.8800,85.5017,1,-45.9745,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,29,0.0000,0.0000,0.4862,0.0000
0,0,0,0,0,0,SouthernIslands  ,241.4010,33.4990,149.2392,1,-47.3568,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,30,0.0000,0.0000,0.4364,0.0000
0,0,0,0,0,0,Pacific          ,240.1320,32.5230,105.8961,1,-50.5564,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,31,0.0000,0.0000,0.7526,0.0000
0,0,0,0,0,0,Chino            ,242.1460,34.0720,240.4017,1,32.3404,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,32,0.0000,0.0000,8.3029,0.0000
0,0,0,0,0,0,labasin          ,241.8190,34.0370,67.1539,0,-38.8279,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,33,0.0000,0.0000,3.5034,0.0000
0,0,0,0,0,0,VerdugoHills     ,241.7160,34.2010,66.2099,1,-37.7298,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,34,0.0000,0.0000,4.1245,0.0000
0,0,0,0,0,0,SanDiego         ,242.9240,32.3840,80.0029,1,-44.5904,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,35,0.0000,0.0000,1.2712,0.0000
0,0,0,0,0,0,Landers          ,243.5550,34.6670,68.1852,1,-38.5085,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,36,0.0000,0.0000,1.2876,0.0000
0,0,0,0,0,0,Helendale        ,243.0720,34.8610,69.3720,1,-38.8727,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,37,0.0000,0.0000,1.1222,0.0000
0,0,0,0,0,0,MojaveEasternMost,243.7240,34.9420,243.3457,1,33.4324,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,38,0.0000,0.0000,0.8942,0.0000
0,0,0,0,0,0,PanamintValley   ,242.3600,36.2150,66.0554,1,-39.7751,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,39,0.0000,0.0000,1.0897,0.0000
0,0,0,0,0,0,coso             ,242.1520,35.4830,241.1847,0,34.9055,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,40,0.0000,0.0000,7.3315,0.0000
0,0,0,0,0,0,wassuk           ,241.2750,38.1480,63.3113,0,-38.8930,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,41,0.0000,0.0000,2.5490,0.0000
0,0,0,0,0,0,CoastalRanges    ,239.5520,35.0230,74.1848,1,-44.2793,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,42,0.0000,0.0000,1.6315,0.0000
0,0,0,0,0,0,LittleVentura01  ,240.7640,34.3460,66.3285,1,-39.1133,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,43,0.0000,0.0000,3.3981,0.0000
0,0,0,0,0,0,sanfrancisco     ,237.7080,37.6420,224.3680,0,27.6752,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,44,0.0000,0.0000,1.2217,0.0000
0,0,0,0,0,0,lafayette        ,237.4230,38.3990,208.4479,0,-2.2129,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,45,0.0000,0.0000,0.1772,0.0000
0,0,0,0,0,0,greenwood        ,237.3510,38.8920,234.2797,0,37.4832,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,46,0.0000,0.0000,2.9346,0.0000
0,0,0,0,0,0,SEalaska         ,215.6170,63.2060,37.0048,0,-68.2756,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,47,0.0000,0.0000,0.3111,0.0000
