other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,strain_rate,strain_rate_sig,strain_rate_flag,area_steradians,area_plate_carree,block_label,euler_lon_err,euler_lat_err,euler_rate,euler_rate_err
0,0,0,0,0,0,MohawkValley     ,239.5820,39.9250,62.7563,0,-42.8171,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,0,0.0000,0.0000,1.4271,0.0000
0,0,0,0,0,0,SierraBlock      ,240.5970,36.7460,214.1823,1,-1.0100,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,1,0.0000,0.0000,0.1627,0.0000
0,0,0,0,0,0,J                ,238.8910,41.6940,61.5217,0,-43.8193,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,2,0.0000,0.0000,1.2055,0.0000
0,0,0,0,0,0,H                ,240.5120,44.0180,62.7894,0,-45.2267,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,3,0.0000,0.0000,0.5562,0.0000
0,0,0,0,0,0,C                ,237.6600,45.2130,62.6438,0,-43.4132,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,4,0.0000,0.0000,0.8101,0.0000
0,0,0,0,0,0,PP               ,236.2990,47.8140,61.6989,0,-44.6576,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,5,0.0000,0.0000,0.9004,0.0000
0,0,0,0,0,0,V                ,237.3840,46.1770,88.9090,0,-25.0952,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,6,0.0000,0.0000,0.0983,0.0000
0,0,0,0,0,0,KK               ,237.4070,47.4510,233.0842,0,49.0541,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,7,0.0000,0.0000,0.6983,0.0000
0,0,0,0,0,0,U                ,238.2100,44.0010,59.8561,0,-43.6567,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,8,0.0000,0.0000,1.6698,0.0000
0,0,0,0,0,0,wnv              ,241.7500,40.1450,64.0732,0,-44.8539,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,9,0.0000,0.0000,0.5886,0.0000
0,0,0,0,0,0,georgia          ,234.8810,50.2880,233.2363,0,52.2762,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,10,0.0000,0.0000,0.5473,0.0000
