name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,resolution_override,resolution_other,mesh_file_index,mesh_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,ss_reg_flag,ds_reg_flag,ts_reg_flag,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
Santa Rosa Range (south)                                           ,242.2670,41.5037,242.2722,41.5287,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2217865.9305,-4219436.4890,4221584.7607,-2219105.8388,-4220865.1966,4219504.4412,2810.3224,8.8835,242.2696,41.5162,242.2696,41.5162,-2218485.9381,-4220150.9448,4220544.7050,-2218490.6910,-4220146.8200,7.5000,242.2695,41.5162,9,14,-1.1495,-1.9776,0.0000,0.3872,0.8451,0.0000
Santa Rosa Range (south)                                           ,242.2393,41.4681,242.2670,41.5037,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2219105.8388,-4220865.1966,4219504.4412,-2222366.9052,-4222111.0234,4216540.6800,4580.8872,30.3221,242.2532,41.4859,242.2531,41.4859,-2220736.5134,-4221488.3815,4218022.8359,-2220738.7593,-4221482.5027,7.5000,242.2531,41.4859,9,14,-0.6010,-2.5389,0.0000,0.4723,0.7218,0.0000
Santa Rosa Range (south)                                           ,242.2356,41.4347,242.2393,41.4681,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2222366.9052,-4222111.0234,4216540.6800,-2223784.1974,-4224141.7861,4213758.5925,3722.3537,4.7631,242.2374,41.4514,242.2374,41.4514,-2223075.6454,-4223126.5838,4215149.8186,-2223080.8061,-4223122.9821,7.5000,242.2374,41.4514,9,14,-1.2538,-1.9359,0.0000,0.3748,0.8383,0.0000
Seattle (east)                                                     ,237.8758,47.5311,237.9090,47.5273,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2286145.1214,-3641010.4509,4696906.9442,-2284200.4466,-3642598.4503,4696621.7978,2535.4669,99.5798,237.8924,47.5292,237.8924,47.5292,-2285172.8289,-3641804.5219,4696764.4637,-2285170.0901,-3641801.1679,7.5000,237.8924,47.5292,7,5,-2.5852,-1.8104,0.0000,2.2056,1.8675,0.0000
Seattle (east)                                                     ,237.9090,47.5273,237.9348,47.5267,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2284200.4466,-3642598.4503,4696621.7978,-2282586.0817,-3643668.3244,4696576.7728,1944.0121,91.9570,237.9219,47.5270,237.9219,47.5270,-2283393.2905,-3643133.4293,4696599.3398,-2283390.8984,-3643129.8199,7.5000,237.9219,47.5270,7,5,-2.6779,-0.9828,0.0000,2.1876,2.0259,0.0000
Seattle (east)                                                     ,237.9348,47.5267,237.9517,47.5277,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2282586.0817,-3643668.3244,4696576.7728,-2281467.7468,-3644271.9599,4696651.8142,1277.4958,85.0010,237.9432,47.5272,237.9432,47.5272,-2282026.9256,-3643970.1603,4696614.3170,-2282024.8688,-3643966.3499,7.5000,237.9433,47.5272,5,7,-2.7145,-0.2365,0.0000,2.1419,2.2712,0.0000
Seattle (east)                                                     ,237.9517,47.5277,237.9758,47.5331,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2281467.7468,-3644271.9599,4696651.8142,-2279699.9386,-3644855.9737,4697057.0129,1911.4667,71.6850,237.9638,47.5304,237.9637,47.5304,-2280583.8680,-3644564.0075,4696854.4663,-2280582.5097,-3644559.8959,7.5000,237.9638,47.5304,5,7,-2.6646,1.1092,0.0000,1.9859,2.8370,0.0000
Seattle (east)                                                     ,237.7552,47.5376,237.8758,47.5311,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2293519.5856,-3635739.6642,4697394.6466,-2286145.1214,-3641010.4509,4696906.9442,9109.2170,94.5058,237.8155,47.5344,237.8155,47.5344,-2289832.9338,-3638375.9780,4697151.9924,-2289830.4159,-3638372.4552,7.5000,237.8155,47.5343,7,5,-2.6577,-1.6741,0.0000,2.1996,1.7025,0.0000
Sea Ext                                                      ,237.9758,47.5331,238.0527,47.5470,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2279699.9386,-3644855.9737,4697057.0129,-2274202.8875,-3646945.3865,4698099.8324,5992.2266,75.0259,238.0143,47.5400,238.0142,47.5401,-2276951.6615,-3645901.0800,4697578.9411,-2276951.6615,-3645901.0800,7.5000,238.0142,47.5401,5,7,-2.6937,0.0000,-0.5098,2.0328,0.0000,1.4271
Seattle (south)                                                    ,237.1630,47.5545,237.1824,47.5550,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2330223.4173,-3610676.1184,4698662.3900,-2328978.5083,-3611430.4512,4698699.8910,1461.2028,87.8125,237.1727,47.5547,237.1727,47.5548,-2329600.9780,-3611053.3083,4698681.1713,-2329598.7340,-3611049.6050,7.5000,237.1727,47.5547,5,7,-2.8415,-3.7676,0.0000,2.2141,1.3820,0.0000
Seattle (south)                                                    ,237.1824,47.5550,237.2130,47.5564,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2328978.5083,-3611430.4512,4698699.8910,-2326987.2440,-3612577.2540,4698804.8918,2308.3276,86.1222,237.1977,47.5557,237.1977,47.5557,-2327982.9140,-3612003.9113,4698752.4683,-2327980.7529,-3612000.1590,7.5000,237.1977,47.5557,5,7,-2.8958,-3.4919,0.0000,2.2172,1.3164,0.0000
Seattle (south)                                                    ,237.2130,47.5564,237.2349,47.5589,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2326987.2440,-3612577.2540,4698804.8918,-2325495.2887,-3613294.0203,4698992.3863,1671.4897,80.4197,237.2240,47.5576,237.2239,47.5577,-2326241.2862,-3612935.6680,4698898.6794,-2326239.4110,-3612931.7649,7.5000,237.2240,47.5576,5,7,-3.0522,-2.7870,0.0000,2.2123,1.3140,0.0000
Seattle (south)                                                    ,237.2349,47.5589,237.2482,47.5609,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2325495.2887,-3613294.0203,4698992.3863,-2324567.7370,-3613695.7858,4699142.3755,1025.3315,77.4698,237.2416,47.5599,237.2415,47.5599,-2325031.5203,-3613494.9147,4699067.3961,-2325029.7992,-3613490.9412,7.5000,237.2416,47.5599,5,7,-3.1190,-2.3929,0.0000,2.2009,1.3756,0.0000
Seattle (south)                                                    ,237.2482,47.5609,237.2864,47.5598,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2324567.7370,-3613695.7858,4699142.3755,-2322206.6690,-3615320.7149,4699059.8822,2877.4247,92.4219,237.2673,47.5603,237.2673,47.5604,-2323387.2617,-3614508.3416,4699101.2483,-2323384.8068,-3614504.7746,7.5000,237.2673,47.5603,7,5,-2.7090,-3.8123,0.0000,2.2054,1.3120,0.0000
Seattle (south)                                                    ,237.2864,47.5598,237.3092,47.5580,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2322206.6690,-3615320.7149,4699059.8822,-2320847.5544,-3616368.7554,4698924.8893,1727.5422,96.6440,237.2978,47.5589,237.2978,47.5589,-2321527.1329,-3615844.7681,4698992.4288,-2321524.4887,-3615841.3390,7.5000,237.2978,47.5589,7,5,-2.5650,-4.0713,0.0000,2.1837,1.4050,0.0000
Seattle (south)                                                    ,237.3092,47.5580,237.3255,47.5574,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2320847.5544,-3616368.7554,4698924.8893,-2319845.2096,-3617070.2838,4698879.8907,1228.5664,93.1066,237.3174,47.5577,237.3174,47.5577,-2320346.3927,-3616719.5363,4698902.4118,-2320343.9098,-3616715.9887,7.5000,237.3173,47.5577,7,5,-2.6847,-3.6637,0.0000,2.2017,1.2581,0.0000
Seattle (south)                                                    ,237.3255,47.5574,237.3481,47.5600,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2319845.2096,-3617070.2838,4698879.8907,-2318303.2497,-3617805.5180,4699074.8811,1725.2557,80.3461,237.3368,47.5587,237.3368,47.5587,-2319074.2506,-3617437.9338,4698977.4289,-2319072.3870,-3617434.0252,7.5000,237.3368,47.5587,5,7,-3.0195,-2.3046,0.0000,2.1986,1.2698,0.0000
Seattle (south)                                                    ,237.3481,47.5600,237.3653,47.5597,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2318303.2497,-3617805.5180,4699074.8811,-2317230.3608,-3618522.0217,4699052.3827,1294.8656,91.4697,237.3567,47.5598,237.3567,47.5599,-2317766.8171,-3618163.7883,4699063.6561,-2317764.4123,-3618160.1874,7.5000,237.3567,47.5598,7,5,-2.7456,-3.3421,0.0000,2.2103,1.1805,0.0000
Seattle (south)                                                    ,237.3653,47.5597,237.4106,47.5549,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2317230.3608,-3618522.0217,4699052.3827,-2314580.7365,-3620684.6441,4698692.3908,3450.8639,98.8797,237.3879,47.5573,237.3880,47.5573,-2315905.6330,-3619603.4642,4698872.5586,-2315902.8950,-3619600.1096,7.5000,237.3879,47.5573,7,5,-2.5102,-3.8890,0.0000,2.1769,1.3768,0.0000
Seattle (south)                                                    ,237.4106,47.5549,237.4885,47.5584,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2314580.7365,-3620684.6441,4698692.3908,-2309501.6020,-3623586.1755,4698954.8881,5875.8469,86.1740,237.4495,47.5567,237.4495,47.5567,-2312041.4125,-3622135.7914,4698824.1377,-2312039.2646,-3622132.0315,7.5000,237.4496,47.5566,5,7,-2.8669,-2.4286,0.0000,2.2057,1.1722,0.0000
Seattle (south)                                                    ,237.4885,47.5584,237.5364,47.5564,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2309501.6020,-3623586.1755,4698954.8881,-2306559.4722,-3625654.0722,4698804.8918,3611.8728,93.5119,237.5125,47.5574,237.5125,47.5574,-2308030.6290,-3624620.2680,4698880.0782,-2308028.1391,-3624616.7254,7.5000,237.5124,47.5574,7,5,-2.6998,-2.8748,0.0000,2.2089,1.1921,0.0000
Seattle (south)                                                    ,237.5364,47.5564,237.5921,47.5451,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2306559.4722,-3625654.0722,4698804.8918,-2303530.3274,-3628676.9837,4697957.3051,4376.7839,106.6608,237.5642,47.5507,237.5643,47.5508,-2305045.0351,-3627165.7395,4698381.3751,-2305041.9764,-3627162.6745,7.5000,237.5642,47.5507,7,5,-2.3147,-3.8056,0.0000,2.1397,1.6256,0.0000
Seattle (south)                                                    ,237.5921,47.5451,237.6372,47.5279,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2303530.3274,-3628676.9837,4697957.3051,-2301428.1301,-3631680.1599,4696666.8223,3897.0920,119.3702,237.6146,47.5365,237.6147,47.5365,-2302479.3361,-3630178.7395,4697312.2834,-2302475.7887,-3630176.2563,7.5000,237.6146,47.5365,7,5,-1.8540,-4.5017,0.0000,1.9859,2.2622,0.0000
Seattle (south)                                                    ,237.6372,47.5279,237.6543,47.5172,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2301428.1301,-3631680.1599,4696666.8223,-2300813.3814,-3633107.8072,4695863.8084,1753.2042,132.7241,237.6458,47.5226,237.6458,47.5226,-2301120.7775,-3632394.0175,4696265.3599,-2301116.8004,-3632392.3050,7.5000,237.6457,47.5225,7,5,-1.2974,-5.0814,0.0000,1.7437,2.9389,0.0000
Seattle (south)                                                    ,237.6543,47.5172,237.6748,47.5153,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2300813.3814,-3633107.8072,4695863.8084,-2299596.6018,-3634062.3746,4695721.2000,1558.4496,97.7827,237.6646,47.5162,237.6646,47.5163,-2300205.0087,-3633585.1178,4695792.5392,-2300202.3360,-3633581.7109,7.5000,237.6645,47.5162,7,5,-2.5050,-2.5949,0.0000,2.1682,1.4111,0.0000
Seattle (south)                                                    ,237.6748,47.5153,237.6945,47.5172,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2299596.6018,-3634062.3746,4695721.2000,-2298263.7456,-3634721.2149,4695863.8084,1498.7717,81.8902,237.6847,47.5162,237.6846,47.5163,-2298930.1894,-3634391.8197,4695792.5366,-2298928.2706,-3634387.9379,7.5000,237.6847,47.5162,5,7,-2.7588,-1.0392,0.0000,2.1272,1.6778,0.0000
Seattle (south)                                                    ,237.6945,47.5172,237.7047,47.5200,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2298263.7456,-3634721.2149,4695863.8084,-2297494.0314,-3634936.3147,4696073.9587,828.9111,67.9373,237.6996,47.5186,237.6996,47.5186,-2297878.8933,-3634828.7725,4695968.8935,-2297877.7278,-3634824.6021,7.5000,237.6996,47.5186,5,7,-2.7977,0.3863,0.0000,1.9695,2.3528,0.0000
Seattle (south)                                                    ,237.7047,47.5200,237.7299,47.5307,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2297494.0314,-3634936.3147,4696073.9587,-2295426.8044,-3635204.8573,4696876.9297,2239.7922,57.9084,237.7173,47.5254,237.7173,47.5254,-2296460.4527,-3635070.6418,4696475.5168,-2296459.8949,-3635066.3477,7.5000,237.7173,47.5253,5,7,-2.7192,1.4409,0.0000,1.7941,2.9006,0.0000
Seattle (south)                                                    ,237.7299,47.5307,237.7552,47.5376,60.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2295426.8044,-3635204.8573,4696876.9297,-2293519.5856,-3635739.6642,4697394.6466,2053.6253,68.0554,237.7425,47.5341,237.7425,47.5342,-2294473.2243,-3635472.3076,4697135.8491,-2294472.0552,-3635468.1383,7.5000,237.7426,47.5341,5,7,-2.8090,0.5803,0.0000,1.9736,2.4595,0.0000
Sea Ext                                                     ,238.0527,47.5470,238.1212,47.5583,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2274202.8875,-3646945.3865,4698099.8324,-2269351.7678,-3648874.8205,4698947.3885,5306.7353,76.2801,238.0870,47.5526,238.0869,47.5527,-2271777.5221,-3647910.4173,4698524.0171,-2271777.5221,-3647910.4173,7.5000,238.0869,47.5527,5,7,-2.7055,0.0000,-0.6100,2.0496,0.0000,1.5156
Skinner Flat                                                       ,238.9594,40.1151,239.0319,40.0885,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2506640.4373,-4177016.2885,4100443.8912,-2510941.9888,-4172209.6220,4102705.0419,6851.1951,115.5142,238.9957,40.1018,238.9957,40.1018,-2508791.5751,-4174613.5530,4101575.0606,-2508791.5751,-4174613.5530,7.5000,238.9957,40.1018,1,0,-2.8121,0.0000,1.3918,0.8571,0.0000,1.0896
Skinner Flat                                                       ,238.9192,40.1523,238.9594,40.1151,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2510941.9888,-4172209.6220,4102705.0419,-2512493.0141,-4168164.6559,4105865.7694,5366.5705,140.3129,238.9393,40.1337,238.9393,40.1337,-2511717.7244,-4170187.5055,4104285.7727,-2511717.7244,-4170187.5055,7.5000,238.9393,40.1337,1,0,-1.9294,0.0000,2.5992,0.9734,0.0000,1.0567
Sky Lakes                                                          ,237.8115,42.3367,237.8524,42.2572,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2507669.7603,-3990200.3062,4281850.6923,-2507350.1398,-3983377.3183,4288385.6960,9452.9628,159.0826,237.8320,42.2969,237.8320,42.2970,-2507510.6384,-3986789.8994,4285119.3866,-2507516.9248,-3986789.6049,7.5000,237.8320,42.2970,5,2,1.1358,-1.5687,0.0000,0.4297,0.7300,0.0000
Sky Lakes                                                          ,237.7895,42.3492,237.8115,42.3367,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2507350.1398,-3983377.3183,4288385.6960,-2508380.7086,-3981622.5860,4289412.4615,2283.5336,127.4411,237.8005,42.3430,237.8005,42.3430,-2507865.4644,-3982500.0155,4288899.1479,-2507870.8910,-3982503.2025,7.5000,237.8005,42.3430,5,2,0.4253,-2.3050,0.0000,0.3975,0.7811,0.0000
Sky Lakes                                                          ,237.7877,42.3772,237.7895,42.3492,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2508380.7086,-3981622.5860,4289412.4615,-2507388.0969,-3979769.7533,4291711.6753,3113.7822,177.2699,237.7886,42.3632,237.7886,42.3632,-2507884.4771,-3980696.2877,4290562.1982,-2507890.0245,-3980693.3158,7.5000,237.7887,42.3632,5,2,1.4112,-1.0000,0.0000,0.4654,0.6884,0.0000
Sky Lakes                                                          ,237.7736,42.4177,237.7877,42.3772,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2507388.0969,-3979769.7533,4291711.6753,-2506749.0484,-3976585.2985,4295035.5102,4646.1503,165.5259,237.7806,42.3975,237.7807,42.3975,-2507068.7387,-3978177.7881,4293373.8816,-2507074.9089,-3978176.5499,7.5000,237.7807,42.3975,5,2,1.2492,-1.4577,0.0000,0.4426,0.7274,0.0000
Sky Lakes                                                          ,237.7680,42.4845,237.7736,42.4177,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2506749.0484,-3976585.2985,4295035.5102,-2504465.2565,-3972101.7545,4300513.0964,7434.5672,176.4456,237.7708,42.4511,237.7708,42.4511,-2505607.5763,-3974344.1979,4297775.0443,-2505613.1839,-3974341.3416,7.5000,237.7709,42.4511,5,2,1.4065,-1.1126,0.0000,0.4656,0.6982,0.0000
Sky Lakes                                                          ,237.7590,42.5166,237.7680,42.4845,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2504465.2565,-3972101.7545,4300513.0964,-2503803.4165,-3969669.8125,4303143.2108,3641.6973,168.2762,237.7635,42.5005,237.7635,42.5006,-2504134.4383,-3970885.9444,4301828.3314,-2504140.5107,-3970884.2918,7.5000,237.7636,42.5006,5,2,1.2878,-1.4577,0.0000,0.4463,0.7343,0.0000
Sky Lakes                                                          ,237.7574,42.5451,237.7590,42.5166,130.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2503803.4165,-3969669.8125,4303143.2108,-2502772.0108,-3967789.0027,4305477.2271,3168.6106,177.6218,237.7582,42.5309,237.7582,42.5309,-2503287.7905,-3968729.5294,4304310.3538,-2503293.3086,-3968726.5034,7.5000,237.7583,42.5309,5,2,1.4245,-1.1409,0.0000,0.4695,0.7033,0.0000
Sky Lakes                                                          ,237.7574,42.5451,237.7631,42.5892,50.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2502772.0108,-3967789.0027,4305477.2271,-2500608.8312,-3965233.7454,4309086.7106,4921.1251,5.4555,237.7602,42.5671,237.7602,42.5672,-2501690.6060,-3966511.6679,4307282.2942,-2501685.8028,-3966515.7341,7.5000,237.7603,42.5671,5,2,1.5123,-0.8617,0.0000,0.4884,0.6759,0.0000
Southeast Newberry                                                 ,239.0358,43.6688,239.1487,43.5723,50.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2369719.8849,-3949463.8521,4396648.0880,-2365726.9935,-3960477.2682,4388884.4895,14071.1023,139.5983,239.0922,43.6205,239.0923,43.6206,-2367724.8820,-3954972.9452,4392768.9841,-2367718.9656,-3954970.8002,7.5000,239.0922,43.6205,2,3,-0.1595,2.8063,0.0000,0.5360,0.8017,0.0000
Southeast Newberry                                                 ,239.1487,43.5723,239.2613,43.4757,50.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2365726.9935,-3960477.2682,4388884.4895,-2361717.8993,-3971473.2173,4381100.3767,14073.1652,139.6573,239.2050,43.5240,239.2050,43.5240,-2363723.8873,-3965977.6353,4384995.1246,-2363717.9747,-3965975.4796,7.5000,239.2050,43.5240,2,3,-0.1593,2.5584,0.0000,0.5360,0.7504,0.0000
Southeast Newberry                                                 ,239.2613,43.4757,239.3467,43.3639,50.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2361717.8993,-3971473.2173,4381100.3767,-2360149.7738,-3982335.6123,4372075.8889,14216.6924,150.8618,239.3040,43.4198,239.3040,43.4198,-2360935.3040,-3976906.8645,4376590.8814,-2360929.0753,-3976905.9653,7.5000,239.3040,43.4198,2,3,-0.4589,2.2154,0.0000,0.4837,0.7853,0.0000
Southeast Newberry                                                 ,239.3467,43.3639,239.4317,43.2521,50.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2360149.7738,-3982335.6123,4372075.8889,-2358573.4185,-3993170.4975,4363034.7545,14206.8864,150.9311,239.3892,43.3080,239.3892,43.3080,-2359363.0607,-3987755.5082,4367558.0610,-2359356.8330,-3987754.6021,7.5000,239.3892,43.3080,2,3,-0.4595,1.9647,0.0000,0.4836,0.7384,0.0000
Southern Whidbey Island (south)                                    ,237.8743,47.7449,237.9091,47.7179,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0.0000,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1,1,1,-2275881.1183,-3629345.7494,4710898.6434,-2276904.2915,-3626082.3186,4712916.8598,3978.2219,138.9782,237.8917,47.7314,237.8917,47.7314,-2276392.8156,-3627714.2084,4711907.9822,-2276392.8156,-3627714.2084,7.5000,237.8917,47.7314,5,11,-0.4198,0.0000,-4.1783,0.4974,0.0000,0.6518
