other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,strain_rate,strain_rate_sig,strain_rate_flag,area_steradians,area_plate_carree,block_label,euler_lon_err,euler_lat_err,euler_rate,euler_rate_err
0,0,0,0,0,0,MohawkValley     ,239.5820,39.9250,62.6886,0,-42.7545,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,0,0.0000,0.0000,1.4578,0.0000
0,0,0,0,0,0,SierraBlock      ,240.5970,36.7460,213.7760,1,-1.7350,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,1,0.0000,0.0000,0.1602,0.0000
0,0,0,0,0,0,J                ,238.8910,41.6940,61.5263,0,-43.8236,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,2,0.0000,0.0000,1.1996,0.0000
0,0,0,0,0,0,H                ,240.5120,44.0180,62.8065,0,-45.2303,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,3,0.0000,0.0000,0.5555,0.0000
0,0,0,0,0,0,C                ,237.6600,45.2130,62.7052,0,-43.3533,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,4,0.0000,0.0000,0.7954,0.0000
0,0,0,0,0,0,PP               ,236.2990,47.8140,61.7411,0,-44.6023,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,5,0.0000,0.0000,0.9115,0.0000
0,0,0,0,0,0,V                ,237.3840,46.1770,72.9403,0,-37.8330,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,6,0.0000,0.0000,0.2195,0.0000
0,0,0,0,0,0,KK               ,237.4070,47.4510,233.5291,0,48.8893,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,7,0.0000,0.0000,0.7879,0.0000
0,0,0,0,0,0,U                ,238.2100,44.0010,59.8745,0,-43.6539,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,8,0.0000,0.0000,1.6495,0.0000
0,0,0,0,0,0,wnv              ,241.7500,40.1450,64.0729,0,-44.8576,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,9,0.0000,0.0000,0.5882,0.0000
0,0,0,0,0,0,georgia          ,234.8810,50.2880,233.1638,0,52.2730,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,10,0.0000,0.0000,0.5490,0.0000
0,0,0,0,0,0,X                ,238.4760,47.7610,178.1875,0,67.0237,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,11,0.0000,0.0000,0.0456,0.0000
0,0,0,0,0,0,NorthAmerica     ,254.0070,38.0010,56.4186,1,-48.0441,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,12,0.0000,0.0000,0.0214,0.0000
0,0,0,0,0,0,D                ,239.7320,46.4920,63.0905,0,-43.7089,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,13,0.0000,0.0000,0.4890,0.0000
0,0,0,0,0,0,cnv              ,242.7450,39.9510,63.0696,0,-51.8859,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,14,0.0000,0.0000,0.1374,0.0000
0,0,0,0,0,0,JDF              ,233.7880,46.8830,66.8466,1,-32.4210,1,1.0990,0.0100,1,0,0,0,0,-1.0000,-1.0000,15,0.0000,0.0000,1.0941,0.0000
0,0,0,0,0,0,carson           ,240.6520,38.7620,62.2598,0,-41.4497,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,16,0.0000,0.0000,2.0841,0.0000
0,0,0,0,0,0,Nevada           ,243.9910,36.6180,25.8180,1,-79.0043,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,17,0.0000,0.0000,0.0432,0.0000
