lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_north_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_up_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate,model_east_vel_mogi,model_north_vel_mogi,model_up_vel,model_up_vel_residual,model_up_vel_rotation,model_up_elastic_segment,model_up_vel_block_strain_rate,model_up_vel_mogi
234.5990,46.7000,0,0,NGH1_ACO,28.2000,8.6000,4.5000,4.8000,1,0,1,0,0,0,0.0000,-2529731.1063,-3559545.9027,4634052.7573,15,25.3624,13.2872,-2.8376,4.6872,2.1537,6.4993,0.4268,0.7124,-23.6355,-7.5004,2.4750,0.0000,0.0000,0.0000,0.0000,-2.3510,-2.3510,0.0000,-0.1240,0.0000,0.0000
235.0340,45.3020,0,0,NCL1_ACO,20.8000,23.2000,6.5000,6.8000,1,0,1,0,0,0,0.0000,-2566681.4114,-3670234.4923,4526132.6500,15,19.3893,15.8955,-1.4107,-7.3045,2.5486,6.5641,0.3860,-0.0730,-17.2267,-9.2584,2.2536,0.0000,0.0000,0.0000,0.0000,-2.2702,-2.2702,0.0000,0.0166,0.0000,0.0000
234.8060,44.4290,0,0,NNP1_ACO,20.5000,19.8000,4.8000,4.9000,1,0,1,0,0,0,0.0000,-2620711.8899,-3715921.9964,4457369.6693,9,17.4744,18.1079,-3.0256,-1.6921,2.3879,11.1263,0.6508,1.8121,-15.7373,-8.7937,2.4905,0.0000,0.0000,0.0000,0.0000,-1.8889,-1.8889,0.0000,-0.6015,0.0000,0.0000
234.8960,43.5730,0,0,NGH1_ACO,22.1000,16.8000,9.2000,9.7000,1,0,1,0,0,0,0.0000,-2652873.6929,-3774097.3545,4388940.8506,9,15.5953,16.5757,-6.5047,-0.2243,-0.0270,10.9415,0.5191,0.2620,-16.1414,-5.8962,2.1493,0.0000,0.0000,0.0000,0.0000,-2.1275,-2.1275,0.0000,-0.0217,0.0000,0.0000
224.7720,59.5280,0,14,ab44_PAN,2.6710,5.9470,0.0890,0.1060,1,0,1,0,0,0,0.0000,-2292344.5757,-2274172.7061,5487954.6564,14,-0.8620,0.9354,-3.5330,-5.0116,0.4081,0.2757,1.2701,-0.6578,0.0001,-0.0018,-0.0135,0.0000,0.0000,0.0000,0.0000,-0.3237,-0.3237,0.0000,0.3372,0.0000,0.0000
225.3530,56.2450,0,46,ab48_PAN,-1.9630,2.8320,0.1440,0.3800,1,0,1,0,0,0,0.0000,-2486300.5038,-2517127.0725,5294028.0097,47,-2.5855,4.5766,-0.6225,1.7446,-7.3086,-1.8474,-4.7278,-6.4242,0.0047,0.0002,-0.0223,0.0000,0.0000,0.0000,0.0000,-1.3951,-1.3951,0.0000,1.4173,0.0000,0.0000
226.9320,55.5800,0,14,ab49_PAN,1.0700,3.7340,0.2070,0.1180,1,0,1,0,0,0,0.0000,-2457791.2162,-2629394.9631,5252608.4879,14,0.0281,2.3324,-1.0419,-1.4016,0.2594,0.2191,0.2278,-2.1130,0.0035,-0.0003,-0.0280,0.0000,0.0000,0.0000,0.0000,0.0510,0.0510,0.0000,-0.0230,0.0000,0.0000
225.4550,58.4170,0,14,ab50_PAN,-0.3800,1.0740,0.1030,0.1250,1,0,1,0,0,0,0.0000,-2339289.0466,-2376740.9985,5424313.8224,14,-0.4108,1.2579,-0.0308,0.1839,0.3670,0.2578,0.7773,-0.9983,0.0005,-0.0018,-0.0162,0.0000,0.0000,0.0000,0.0000,-0.1402,-0.1402,0.0000,0.1564,0.0000,0.0000
227.0860,56.7980,0,14,ab51_PAN,-3.4730,0.2690,0.1340,0.1690,1,0,1,0,0,0,0.0000,-2374137.4019,-2553624.5420,5327928.7492,14,0.1947,1.4021,3.6677,1.1331,0.3084,0.2151,0.1134,-1.1846,0.0003,-0.0024,-0.0227,0.0000,0.0000,0.0000,0.0000,0.0611,0.0611,0.0000,-0.0384,0.0000,0.0000
228.4010,55.0690,0,14,ais6_PAN,1.5070,1.4730,0.3080,0.3570,1,0,1,0,0,0,0.0000,-2420582.3535,-2726463.3642,5220299.8051,14,0.2255,1.4675,-1.2815,-0.0055,0.2432,0.1804,0.0170,-1.2844,0.0007,-0.0026,-0.0344,0.0000,0.0000,0.0000,0.0000,0.0755,0.0755,0.0000,-0.0410,0.0000,0.0000
