other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,strain_rate,strain_rate_sig,strain_rate_flag,area_steradians,area_plate_carree,block_label,euler_lon_err,euler_lat_err,euler_rate,euler_rate_err
0,0,0,0,0,0,MohawkValley     ,239.5820,39.9250,62.6358,0,-42.7281,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,0,0.0000,0.0000,1.4732,0.0000
0,0,0,0,0,0,SierraBlock      ,240.5970,36.7460,210.9476,1,-6.6333,1,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,1,0.0000,0.0000,0.1469,0.0000
0,0,0,0,0,0,J                ,238.8910,41.6940,61.6403,0,-43.9109,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,2,0.0000,0.0000,1.1536,0.0000
0,0,0,0,0,0,H                ,240.5120,44.0180,62.7469,0,-45.1452,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,3,0.0000,0.0000,0.5641,0.0000
0,0,0,0,0,0,C                ,237.6600,45.2130,60.6588,0,-44.0933,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,4,0.0000,0.0000,1.2057,0.0000
0,0,0,0,0,0,PP               ,236.2990,47.8140,214.1852,0,59.0512,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,5,0.0000,0.0000,0.1329,0.0000
0,0,0,0,0,0,V                ,237.3840,46.1770,104.7880,0,-11.7072,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,6,0.0000,0.0000,0.0704,0.0000
0,0,0,0,0,0,KK               ,237.4070,47.4510,62.3927,0,-45.3588,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,7,0.0000,0.0000,0.4913,0.0000
0,0,0,0,0,0,daisybanks       ,236.3880,43.3910,60.2145,0,-43.4680,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,8,0.0000,0.0000,1.4610,0.0000
0,0,0,0,0,0,U                ,238.2100,44.0010,60.2405,0,-43.7886,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,9,0.0000,0.0000,1.3797,0.0000
0,0,0,0,0,0,wnv              ,241.7500,40.1450,64.0877,0,-44.8867,0,0.0000,0.0000,0,0,0,0,0,-1.0000,-1.0000,10,0.0000,0.0000,0.5855,0.0000
